"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"28732",93,"KALYANPUR","GEN",119030,"NAVAL THAKUR","MCPI",676,11,0.00567924052759808
"29466",51,"LALGANJ","GEN",102084,"WINESHWARI PD. SINGH","MCPI",736,6,0.00720974883429333
"31830",54,"SAHEBGANJ","GEN",105924,"BHOOP NARAYAN SINGH","MCPI",546,9,0.00515463917525773
"32769",52,"VAISHALI","GEN",107062,"RAM PRASAD BHAKTA","MCPI",330,11,0.00308232612878519
