"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"18929",8,"BETTIAH","GEN",106883,"NASIM AKHTAR","UCPI",209,18,0.00195540918574516
"21868",6,"LAURIA","GEN",77322,"RAMA KANT PRASAD","UCPI",882,4,0.0114068441064639
"22454",23,"MIRGANJ","GEN",107263,"MOHD. ISLAM","UCPI",5005,6,0.0466610107865713
"22719",9,"NAUTAN","GEN",69424,"MO. YAKUB","UCPI",890,9,0.0128197741415073
"24000",5,"SIKTA","GEN",84358,"SHARAT PRASAD","UCPI",10225,4,0.121209606676308
