"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"24548",13,"ADAPUR","GEN",112969,"JAI PRAKASH NARAIN YADAV","SP",859,13,0.00760385592507679
"24646",136,"AMOUR","GEN",122890,"MUZAFFAR HUSSAIN","SP",31428,1,0.255740906501750
"24664",130,"ARARIA","GEN",112284,"KANHAIYA LAL BHAGAT","SP",7779,6,0.0692796836592925
"24681",216,"ARRAH","GEN",111605,"BIDYA NAND SAHAY","SP",1773,7,0.0158863850185924
"24848",238,"AURANGABAD","GEN",110791,"DR. GUPTESHWAR SINGH","SP",1137,10,0.0102625664539538
"25003",133,"BAHADURGANJ","GEN",116396,"FAIYAZ ALAM","SP",4760,7,0.0408948761125812
"25039",85,"BAHERA","GEN",105068,"LAXMAN YADAV","SP",1220,4,0.0116115277724902
"25069",26,"BAIKUNTHPUR","GEN",105278,"HARENDRA NATH PRASAD","SP",315,15,0.00299207811698551
"25133",203,"BAKHTIARPUR","GEN",106182,"KUMAR INDERDEV PARSAD","SP",1065,8,0.0100299485788552
"25158",103,"BALIA","GEN",101090,"KU. RANBIR SINGH","SP",1616,11,0.0159857552675833
"25232",126,"BANMANKHI","SC",107648,"MAHENDRA RAM","SP",3728,6,0.0346313912009512
"25244",254,"BARACHATTI","SC",97291,"BALCHAND SINGH","SP",2099,8,0.0215744519020259
"25301",141,"BARARI","GEN",99311,"RANJIT KAUR","SP",11332,3,0.114106191660541
"25316",25,"BARAULI","GEN",105145,"JAYNATH PD. YADAV","SP",11139,3,0.105939416995578
"25334",106,"BARAUNI","GEN",123296,"GYASUDDIN ANSARI","SP",2271,5,0.0184190890215417
"25348",192,"BARBIGHA","SC",102779,"BHAGWAT RAVIDAS","SP",4618,6,0.0449313575730451
"25390",202,"BARH","GEN",111842,"SACHIDANAND RAI","SP",372,14,0.00332612077752544
"25413",149,"BARHAIT","ST",95056,"RASIKLAL TUDU","SP",216,11,0.00227234472311059
"25546",270,"BARKATHA","GEN",120444,"SATYA NARAYAN YADAV","SP",683,14,0.00567068513167945
"25563",144,"BARSOI","GEN",114684,"MO. KHURSHID","SP",8507,4,0.0741777405740993
"25607",55,"BARURAJ","GEN",106220,"SURENDRA YADAV","SP",2184,6,0.0205610996045942
"25633",27,"BASANTPUR","GEN",118903,"VIJAY KUMAR SINGH","SP",1381,7,0.0116145093059048
"25721",247,"BELAGANJ","GEN",108852,"VIRENDAR NARAYAN","SP",1367,6,0.0125583360893691
"25743",175,"BELHAR","GEN",93256,"MADHUKAR RAI","SP",1640,8,0.0175859998284293
"25769",65,"BELSAND","GEN",85634,"M. JAINUL ABEDIN","SP",2845,7,0.0332227853422706
"25839",8,"BETTIAH","GEN",130853,"JAGARNATH PD. YADAVA","SP",973,9,0.00743582493332213
"25911",168,"BHAGALPUR","GEN",109139,"KAMLESHWAR SAH","SP",471,12,0.00431559754075079
"25980",22,"BHORE","SC",111678,"GORAKH PRASAD","SP",1568,5,0.0140403660524007
"26030",194,"BIHAR","GEN",136715,"MD. SHAMIMUDDING","SP",192,19,0.00140438137731778
"26069",170,"BIHPUR","GEN",97960,"MADAN MOHAN GUPTA","SP",1602,7,0.0163536137198857
"26285",148,"BORIO","ST",94697,"ANUPAM KUMAR","SP",2304,8,0.0243302322143257
"26325",218,"BRAHMPUR","GEN",112435,"SURYA KUMAR YADAV","SP",3527,7,0.0313692355583226
"26350",219,"BUXAR","GEN",104000,"RAM NIWAS SINGH","SP",412,15,0.00396153846153846
"26419",177,"CHAKAI","GEN",101468,"RUVI SINGH","SP",6776,4,0.0667796743801001
"26544",264,"CHATRA","SC",82558,"RAMBUJHAWAN RAJAK","SP",2038,6,0.0246856755250854
"26563",182,"CHAUTHAM","GEN",108723,"KSHAMENDRA KUMAR SINGH","SP",485,24,0.00446087764318497
"26628",114,"CHHATAPUR","SC",95281,"ACHMIT RISIDEO","SP",1827,6,0.0191748617247930
"26669",166,"COLGONG","GEN",132572,"DWARIKA PD. YADAV","SP",1260,7,0.00950426937814923
"26739",319,"DALTONGANJ","GEN",112521,"PURAN CHAND","SP",2199,8,0.0195430186365212
"26771",89,"DARBHANGA","GEN",102800,"ASARAFUL HAQUE","SP",411,17,0.00399805447470817
"26824",88,"DARBHANGA RURAL","SC",94120,"MAHENDRA KUMAR PASWAN","SP",1410,8,0.0149808754781130
"26868",235,"DEHRI","GEN",119073,"SURAJ NARAIN SINGH","SP",2149,8,0.0180477522192269
"26884",237,"DEO","SC",99341,"RABINDRA PASWAN","SP",2065,7,0.0207869862393171
"26898",158,"DEOGHAR","SC",130102,"LAXMI DAS","SP",1218,11,0.00936188529000323
"27082",209,"DINAPUR","GEN",103860,"RAM AVDESH SINGH","SP",1386,6,0.0133448873483536
"27113",227,"DINARA","GEN",123384,"SIPAHI ROY","SP",1358,8,0.0110062893081761
"27147",221,"DUMRAON","GEN",114670,"DADAN SINGH YADAV","SP",8059,5,0.0702799337228569
"27190",255,"FATEHPUR","SC",117034,"VIJAY KUMAR CHAUDHARY","SP",1531,5,0.0130816685749440
