"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"40654",209,"DINARA","GEN",111434,"SHIVMURAT TIWARI","RSMD",2077,5,0.0186388355439094
"40997",207,"KARAKAT","GEN",104256,"BABAN SINGH KUSHWAHA","RSMD",1979,6,0.0189821209330878
