"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"46976",89,"Aurai","GEN",154133,"ASHOK KUMAR JHA","Garib Janshakti Party",1953,8,0.0126708751532767
"47527",124,"Lalganj","GEN",176082,"BIKIYA DEVI","Garib Janshakti Party",782,17,0.00444111266341818
