"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"46214",40,"Laukaha","GEN",183235,"SHIV KUMAR PRASAD","Bhartiya Deshbhakt Party",1327,13,0.00724206619914318
"48648",197,"Jagdishpur","GEN",144930,"DINESH SINGH","Bhartiya Deshbhakt Party",437,23,0.00301524874077141
