"","AC_no","AC_name","AC_type","Voters","Cand1","Party1","Votes1","Position","Vote_percent"
"36866",136,"AMOUR","GEN",115787,"MD. RAHWAR ALAM","IJP",1346,10,0.0116247938024131
"36901",224,"ARWAL","GEN",95961,"BALESHWAR RAM","IJP",900,7,0.00937881014162003
"37339",8,"BETTIAH","GEN",119551,"ADITYA RANJAN SINGH","IJP",1057,7,0.008841414960979
"37540",213,"CHAINPUR","GEN",104909,"RAM PRAKASH RAM","IJP",636,8,0.00606239693448608
"37829",186,"FATWA","SC",91102,"DEO SHARAN MANJHI","IJP",1479,7,0.0162345502842967
"38444",76,"KHAJAULI","SC",87627,"BESH LAL PASWAN","IJP",3225,4,0.036803724879318
"38488",111,"KISHUNPUR","GEN",99280,"SHIVJI SAH","IJP",2456,6,0.0247381144238517
"38550",225,"KURTHA","GEN",103733,"UDAY SINGH","IJP",1087,7,0.0104788254460972
"38837",187,"MASAURHI","GEN",109669,"DHANESHWAR THAKUR","IJP",748,10,0.00682052357548624
"39059",9,"NAUTAN","GEN",100094,"SHANKAR CHOUDHARY","IJP",950,13,0.00949107838631686
"39103",222,"OBRA","GEN",118335,"SATYENDRA RAM","IJP",1484,9,0.0125406684412896
"39240",188,"PATNA WEST","GEN",174998,"MITHLESH KUMAR","IJP",1854,4,0.0105944067932205
"39272",193,"PHULWARI","SC",131459,"DINANATH CHOUDHRY","IJP",468,12,0.00356004533732951
"39390",221,"RAFIGANJ","GEN",95486,"INDRADEO PASWAN","IJP",1404,9,0.0147037262006996
"39399",46,"RAGHOPUR 1","GEN",97198,"DEVENDRA PASWAN","IJP",1133,8,0.0116566184489393
