"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"25477",44,"SONEPUR","GEN",168891,104131,18013,33,1,"M","JD",38966,"RAJ KUMAR RAI","H",0.61655742461114,0.17298402973178
"25510",45,"HAJIPUR","GEN",189963,127881,25867,26,1,"M","JD",60448,"RAJENDRA RAI","H",0.673188989434785,0.202273989099241
"25536",46,"RAGHOPUR_1","GEN",183694,121390,54603,23,1,"M","JD",74958,"LALOO PRASAD","H",0.660827245310135,0.449814647005519
"25559",47,"MAHNAR","GEN",165757,106670,9219,25,1,"M","JD",36937,"MUNSHI LAL RAY","H",0.643532399838318,0.0864254242054936
"25584",48,"JANDAHA","GEN",174508,117459,37353,38,1,"M","JD",56027,"TULSI DAS MEHTA","H",0.673086620670686,0.318008837126146
"25622",49,"PATEPUR","SC",170597,107500,53847,15,1,"M","JD",68495,"MAHENDRA BAITHA","H",0.630140037632549,0.500902325581395
"25637",50,"MAHUA","SC",166065,105169,38879,21,1,"M","JD",57621,"MUNSHI LAL PASWAN","H",0.633300213771716,0.369681179815345
"25658",51,"LALGANJ","GEN",172270,102084,53635,38,1,"M","JD",65974,"YOGENDRA PD. SAHU","H",0.592581412898357,0.525400650444732
"25696",52,"VAISHALI","GEN",181892,107062,33286,27,1,"M","JD",64103,"RAJ KISHORE SINHA","H",0.588602027576804,0.310903962190133
"25723",53,"PARU","GEN",180294,110809,48448,42,1,"M","JD",66911,"MITHILESH PRASAD YADAV","H",0.614601706102255,0.437220803364348
"25765",54,"SAHEBGANJ","GEN",171807,105924,29278,39,1,"M","JD",55807,"RAM VICHAR RAI","H",0.616529012205556,0.276405724859333
"25804",55,"BARURAJ","GEN",178804,106220,45457,33,1,"M","JD",57968,"SHASHI KUMAR RAI","H",0.59405829847207,0.427951421577857
"25837",56,"KANTI","GEN",164478,104602,56850,47,1,"M","JD",66231,"MUFTI MOHAMMAD QUASIM","M",0.635963472318486,0.543488652224623
"25884",57,"KURHANI","GEN",173802,114818,40480,45,1,"M","JD",65604,"BASAWAN PRASAD BHAGAT","H",0.660625309259962,0.352557961295267
"25929",58,"SAKRA","SC",161118,105080,41619,19,1,"M","JD",59531,"KAMAL PASWAN","H",0.652192802790501,0.396069661210506
"25948",59,"MUZAFFARPUR","GEN",227199,121601,20497,47,1,"M","JD",52000,"VIJENDRA CHAUDHARY","H",0.535218024727221,0.168559469083313
"25995",60,"BOCHAHA","SC",177658,118843,46126,25,1,"M","JD",74273,"RAMAI RAM","H",0.668942575059947,0.388125510126806
"26020",61,"GAIGHATTI","GEN",150317,100320,22761,23,1,"M","JD",52128,"MAHESHWAR PD. YADAV","H",0.667389583347193,0.226883971291866
"26043",62,"AURAI","GEN",152319,102836,12818,23,1,"M","JD",47068,"GANESH PD. YADAV","H",0.675135734872209,0.124645065930219
"26066",63,"MINAPUR","GEN",159473,107837,19890,26,1,"M","JD",40507,"HIND KESHRI YADAV","H",0.676208511785694,0.184445042054211
"26092",64,"RUNISAIDPUR","GEN",192723,107516,45447,34,1,"M","JD",60105,"BHOLA RAY","H",0.557878405794845,0.422699877227575
"26126",65,"BELSAND","GEN",156724,85634,33310,33,1,"M","JD",42643,"RAGHUBANSH PRASAD SINGH","H",0.54640004083612,0.388981012214774
"26159",66,"SHEOHAR","GEN",187177,98265,27598,26,1,"M","JD",55051,"RAGHUNATH JHA","H",0.524984373080026,0.280852796010787
"26185",67,"SITAMARHI","GEN",209074,122688,1533,47,1,"M","BJP",43255,"HARI SHANKAR PRASAD","H",0.586816151219186,0.0124951095461659
"26232",68,"BATHNAHA","GEN",192352,114508,22833,42,1,"M","JD",49024,"SURYADEV RAI","H",0.595304441856596,0.199400915219897
"26274",69,"MAJORGANJ","SC",162054,91160,12989,18,1,"M","JD",40642,"SURENDER RAM","H",0.562528539869426,0.142485739359368
"26292",70,"SONBARSA","GEN",178984,119198,139,32,1,"M","JD",44632,"RAMJIWAN PRASAD","H",0.665970142582577,0.00116612694843873
"26324",71,"SURSAND","GEN",177835,105598,42567,26,1,"M","JD",64106,"NAGENDRA PRASAD YADAV","H",0.593797621390615,0.403104225458816
"26350",72,"PUPRI","GEN",198812,106329,18707,31,1,"M","JD",50184,"SITARAM YADAV","H",0.534821841739935,0.175935069454241
"26381",73,"BENIPATTI","GEN",184014,105588,6855,16,1,"M","IND",35517,"SHALIGRAM YADAV","H",0.573804167074244,0.064922150244346
"26397",74,"BISFI","GEN",189381,106460,15976,26,1,"M","CPI",48066,"RAMCHANDRA YADAV","H",0.562147205897107,0.150065752395266
"26423",75,"HARLAKHI","GEN",174519,109279,32525,18,1,"M","CPI",51299,"RAM NARESH PANDE","H",0.626172508437477,0.297632665013406
"26441",76,"KHAJAULI","SC",178521,109755,42738,16,1,"M","CPI",55573,"RAM LASHAN RAM &QUOT","4 Others",0.614801619977482,0.389394560612273
"26457",77,"BABUBARHI","GEN",163920,107599,29218,25,1,"M","JD",47570,"DEO NARAYAN YADAV","H",0.656411664226452,0.271545274584336
"26482",78,"MADHUBANI","GEN",194771,119555,26090,35,1,"M","JD",50106,"RAJ KUMAR MAHASETH","H",0.613823413136453,0.218225921124169
"26517",79,"PANDAUL","GEN",190847,113865,36940,32,1,"M","JD",61427,"NAIYAR AZAM","M",0.596629761012748,0.324419268431915
"26549",80,"JHANJHARPUR","GEN",175609,102784,23029,26,1,"M","JD",42748,"RAMAWTAR CHAUDHARY","H",0.585300297820727,0.224052381693649
"26575",81,"PHULPARAS","GEN",174673,105615,3344,15,1,"M","INC",38813,"DEO NATH YADAV","H",0.604644106415989,0.0316621691994508
"26590",82,"LAUKAHA","GEN",162840,105525,2778,30,1,"M","CPI",23862,"LAL BIHARI YADAV","H",0.648028739867354,0.0263255152807392
"26620",83,"MADHEPUR","GEN",182436,110399,30684,14,1,"M","JD",57230,"RUP NARAYAN JHA","H",0.605138240259598,0.277937300156704
"26634",84,"MANIGACHHI","GEN",167102,93254,33005,15,1,"M","JD",52884,"LALIT KUMAR YADAV","H",0.558066330744096,0.353925836961417
"26649",85,"BAHERA","GEN",165415,105068,34686,17,1,"M","JD",54813,"ABDUL BARI SIDDIQUI","M",0.635178188193332,0.330129059275898
"26666",86,"GHANSHYAMPUR","GEN",188190,116722,14739,21,1,"M","JD",43957,"MAHABIR PRASAD","H",0.620234869015357,0.126274395572386
"26687",87,"BAHERI","GEN",182566,117899,39639,13,1,"M","JD",60880,"RAM LAKAN YADAV","H",0.645788372424219,0.336211503066184
"26700",88,"DARBHANGA RURAL","SC",153299,94120,32208,24,1,"M","JD",45633,"MOHAN RAM","H",0.613963561406141,0.342201444963876
"26724",89,"DARBHANGA","GEN",169661,102800,11792,46,1,"M","BJP",33014,"SHIV NATH VERMA","H",0.60591414644497,0.114708171206226
"26770",90,"KEOTI","GEN",195023,116352,37137,24,1,"M","JD",60503,"GULAM SARVAR","M",0.596606554098747,0.319178011551155
"26794",91,"JALE","GEN",175603,97027,13572,18,1,"M","CPI",45241,"ABDUL SALAM","M",0.552536118403444,0.139878590495429
"26812",92,"HAYAGHAT","GEN",156205,91486,13965,25,1,"M","JD",35854,"HARI NANDAN YADAV","H",0.585679075573765,0.152646306538705
"26837",93,"KALYANPUR","GEN",184136,119030,31178,39,1,"F","JD",50046,"SITA SINHA","H",0.646424381978538,0.261933966227002
"26876",94,"WARISNAGAR","SC",161854,106191,27273,17,1,"M","JD",55011,"PITAMBER PASWAN","H",0.656091292152187,0.256829674831200
"26893",95,"SAMASTIPUR","GEN",207949,123035,44185,33,1,"M","JD",60706,"ASHOK SINGH","H",0.591659493433486,0.359125452107124
"26926",96,"SARAIRANJAN","GEN",203381,131455,40495,22,1,"M","JD",76142,"RAM ASHRAY SAHNI","H",0.646348478963128,0.308052185158419
"26948",97,"MOHIUDDINNAGAR","GEN",206151,120510,40225,36,1,"M","JD",60137,"RAM CHANDER RAI","H",0.584571503412547,0.333789726993610
"26984",98,"DALSINGHSARAI","GEN",194471,123663,51837,32,1,"M","JD",78755,"RAM LAKHAN MAHTO","H",0.635894297864463,0.419179544406977
"27016",99,"BIBHUTPUR","GEN",205908,138372,17607,20,1,"M","CPM",65303,"RAMDEV VARMA","H",0.672008858325077,0.127243951088370
"27036",100,"ROSERA","SC",175378,111719,29858,27,1,"M","JD",53064,"GAJENDRA PRASAD SINGH","H",0.637018326129845,0.267259821516483
"27063",101,"SINGHIA","GEN",173145,93755,22983,9,1,"M","JD",40843,"JAGDISH PASWAN","H",0.541482572410407,0.245138925923951
"27072",102,"HASANPUR","GEN",168167,104957,26260,21,1,"M","JD",40410,"SUNIL KUMAR PUSHPAM","H",0.624123639001707,0.250197700010480
"27093",103,"BALIA","GEN",154443,101090,14678,21,1,"M","JD",39901,"SRINARAYAN YADAV","H",0.654545689995662,0.145197348897022
"27114",104,"MATIHANI","GEN",168137,107453,19142,18,1,"M","CPI",48245,"RAJENDRA RAJAN","H",0.639080035923086,0.178143002056713
"27132",105,"BEGUSARAI","GEN",182139,120349,13097,21,1,"M","CPM",46937,"RAJENDRA PD. SINGH","H",0.66075360027232,0.108825166806538
"27153",106,"BARAUNI","GEN",186732,123296,30919,18,1,"M","CPI",57379,"RAJENDRA PRASAD SINGH","H",0.660283186598976,0.250770503503763
"27171",107,"BACHHWARA","GEN",168631,110683,22486,21,1,"M","CPI",51192,"ABDHESH KUMAR ROY","H",0.65636211609965,0.203156763007869
"27192",108,"CHERIA BARIARPUR","GEN",166218,104390,25683,15,1,"M","JD",52670,"RAM JEEWAN SINGH","H",0.62803065853277,0.246029313152601
"27207",109,"BAKHRI","SC",152151,98873,23685,16,1,"M","CPI",48225,"RAM BINOD PASWAN","H",0.649834703682526,0.239549725405318
"27223",110,"RAGHOPUR_2","GEN",185603,120595,1557,25,1,"M","JD",29725,"LAKHAN THAKUR","H",0.649747040726712,0.0129109830424147
"27248",111,"KISHUNPUR","GEN",163451,102223,7749,16,1,"M","INC",31641,"VIJAY KUMAR GUPTA","H",0.625404555493695,0.0758048580065152
"27264",112,"SUPAUL","GEN",188657,126100,13701,16,1,"M","JD",51417,"BIJENDRA PRASAD YADAV","H",0.668408805398156,0.108651863600317
"27280",113,"TRIBENIGANJ","GEN",148838,106545,5767,14,1,"M","INC",36960,"VISHWA MOHAN KUMAR","H",0.715845415821228,0.0541273640245905
"27294",114,"CHHATAPUR","SC",146415,95281,7319,18,1,"M","JD",37475,"BISHWA MOHAN BHARTI","H",0.650759826520507,0.0768148948898521
"27312",115,"KUMARKHAND","SC",151381,97520,31226,25,1,"M","JD",46477,"UPENDRA NR. HAZRA","H",0.644202376784405,0.320200984413454
"27337",116,"SINGHESHWAR","GEN",165086,102925,9946,16,1,"M","JD",36168,"BAM BHOLA YADAV","H",0.623462922355621,0.0966334709740102
"27353",117,"SAHARSA","GEN",210998,125482,26950,35,1,"M","JD",57613,"SHANKAR PRASAD TEKRIWAL","H",0.594707058834681,0.214771839785786
"27388",118,"MAHISHI","GEN",197635,117246,15090,20,1,"M","JD",46715,"ABDUL GAFOOR","M",0.593245123586409,0.128703751087457
"27408",119,"SIMRI BAKHTIARPUR","GEN",176943,121271,245,17,1,"M","INC",51734,"CHOUDHARY MD. MEHBOOB ALI KAISHER","M",0.685367604256738,0.00202026865450108
"27425",120,"MADHEPURA","GEN",181848,116487,31019,19,1,"M","JD",60139,"PARMESHWARI PD. NIRALA","H",0.640573445954863,0.266287225183926
"27444",121,"SONABARSA","GEN",193106,113902,28939,24,1,"M","JD",40926,"ASHOK KUMAR SINGH","H",0.58984184851843,0.254069287633229
"27468",122,"KISHANGANJ_1","GEN",144357,97520,11556,24,1,"M","JD",44380,"RABINDRA CHARAN YADAV","H",0.675547427558068,0.118498769483183
"27492",123,"ALAMNAGAR","GEN",155498,102375,9400,23,1,"M","JD",31334,"NARENDRA NR. YADAV","H",0.658368596380661,0.0918192918192918
"27515",124,"RUPAULI","GEN",160187,91432,8946,42,1,"M","CPI",19359,"BAL KISHOR MANDAL","H",0.57078289748856,0.0978432058797795
"27557",125,"DHAMDAHA","GEN",187398,116645,8923,33,1,"M","JD",32543,"DILIP KUMAR YADAV","H",0.622445276897299,0.0764970637404089
"27590",126,"BANMANKHI","SC",174508,107648,10852,20,1,"M","JD",36165,"CHUNNI LAL RAJBANSHI","H",0.61686570243198,0.100810047562426
"27610",127,"RANIGANJ","SC",192342,110461,11239,23,1,"F","JD",37371,"SHANTI DEVI","H",0.574294745817346,0.101746317704891
"27633",128,"NARPATGANJ","GEN",192283,85059,4204,25,1,"M","JD",33760,"DAYANAND YADAV","H",0.442363599486174,0.0494245170998954
"27658",129,"FORBESGANJ","GEN",187089,125291,4804,33,1,"M","BJP",20163,"MAYANAND THAKUR","H",0.66968661973713,0.0383427381056900
"27691",130,"ARARIA","GEN",176994,112284,6232,20,1,"M","BPP",23061,"VIJOY KUMAR MANDAL","H",0.634394386250381,0.055502119625236
"27711",131,"SIKTI","GEN",207696,143406,8274,18,1,"M","INC",34518,"RAMESHWAR YADAV","H",0.690461058470072,0.0576963306974604
"27729",132,"JOKIHAT","GEN",170090,113395,13466,12,1,"M","SP",36803,"TASLIMUDDIN","M",0.66667646540067,0.118753031438776
"27741",133,"BAHADURGANJ","GEN",172133,116396,779,17,1,"M","BJP",30712,"AWADH BIHARI SINGH","H",0.676198056154253,0.00669266985119764
"27758",134,"THAKURGANJ","GEN",198940,120110,7952,18,1,"M","BJP",34691,"SIKANDER SINGH","H",0.60374987433397,0.0662059778536342
"27776",135,"KISHANGANJ_2","GEN",201031,127206,12055,16,1,"M","INC",44122,"RAFIQUE ALAM","M",0.632768080544792,0.0947675424115215
"27792",136,"AMOUR","GEN",176352,122890,755,18,1,"M","SP",31428,"MUZAFFAR HUSSAIN","M",0.696844946470695,0.00614370575311254
"27810",137,"BAISI","GEN",156680,108152,4198,17,1,"M","INC",39130,"SYED MOINUDDIN","M",0.690273168241001,0.0388157408092315
"27827",138,"KASBA","GEN",191411,123850,4871,38,1,"M","BJP",31344,"PRADIP KU. DAS","H",0.647037004142918,0.0393298344771901
"27865",139,"PURNIA","GEN",198416,118504,1615,27,1,"M","CPM",35167,"AJIT SARKAR","H",0.59725022175631,0.0136282319584149
"27892",140,"KORHA","SC",162532,107771,6297,19,1,"M","JD",28518,"SITARAM DAS","H",0.663075578962912,0.0584294476250568
"27911",141,"BARARI","GEN",151778,99311,25377,45,1,"M","JD",38233,"MANSOOR ALAM","M",0.654317490018316,0.255530605874475
"27956",142,"KATIHAR","GEN",193183,123985,9786,23,1,"M","BJP",45473,"JAGBANDHU ADHIKARI","H",0.641800779571701,0.0789289026898415
"27979",143,"KADWA","GEN",161289,113524,3168,28,1,"M","BJP",26772,"BHOLA RAI","H",0.703854571607487,0.0279059934463197
"28007",144,"BARSOI","GEN",175021,114684,10404,29,1,"M","BJP",37764,"DULAL CHANDER GOSWAMI","H",0.655258511835723,0.0907188448257821
"28036",145,"PRANPUR","GEN",152615,110632,11785,19,1,"M","JD",27688,"MAHENDRA NR. YADAV","H",0.724909084952331,0.106524332923566
"28055",146,"MANIHARI","GEN",137894,94775,9924,17,1,"M","INC",35498,"MUBARAK HUSSAIN","M",0.687303290933616,0.104711158005803
"28072",147,"RAJMAHAL","GEN",198997,125063,5360,26,1,"M","BJP",27720,"DRUB BHAGAT","H",0.628466760805439,0.0428583993667192
"28098",148,"BORIO","ST",156067,94697,9603,13,1,"M","IND",24305,"LOBIN HEMBROM","H",0.606771450723087,0.101407647549553
"28111",149,"BARHAIT","ST",140905,95056,6069,11,1,"M","JMM",42822,"HEMLAL MURMU","H",0.674610553209609,0.0638465746507322
"28122",150,"LITIPARA","ST",128955,79918,5517,12,1,"F","JMM(S)",30436,"SUSHILA HASDA","H",0.619735566670544,0.0690332590905678
"28134",151,"PAKAUR","GEN",166799,116091,1808,29,1,"M","BJP",28278,"BENI PRASAD GUPTA","H",0.695993381255283,0.0155739893704077
"28163",152,"MAHESHPUR","ST",139954,89829,12409,12,1,"M","CPM",32457,"JYOTIN SOREN","H",0.641846606742215,0.138140244241837
"28175",153,"SIKARIPARA","ST",151197,101836,16422,11,1,"M","JMM(S)",36073,"NALIN SOREN","H",0.673531882246341,0.161259279626065
"28186",154,"NALA","GEN",160031,109887,14656,19,1,"M","CPI",38700,"BISHESHWAR KHAN","M",0.686660709487537,0.133373374466497
"28205",155,"JAMTARA","GEN",159762,113631,11102,25,1,"M","INC",36578,"FURKAN ANSARI","M",0.711251736958726,0.097702211544385
"28230",156,"SARATH","GEN",169780,123355,20663,15,1,"M","INC",59442,"UDAY SHANKAR SINGH","H",0.726557898456827,0.167508410684609
"28245",157,"MADHUPUR","GEN",187276,125738,16898,32,1,"M","JMM",40009,"HUSSAIN ANSARI","M",0.671404771567099,0.134390558144714
"28277",158,"DEOGHAR","SC",212328,130102,18821,24,1,"M","JD",44931,"SURESH PASWAN","H",0.61274066538563,0.144663417933621
"28301",159,"JARMUNDI","GEN",150376,104413,10707,23,1,"M","JMM(S)",33519,"DEVENDRA KUWAR","H",0.694346172261531,0.102544702288029
"28324",160,"DUMKA","ST",161105,104135,5887,20,1,"M","JMM(S)",34512,"STEFAN MARANDI","H",0.646379690264113,0.056532385845297
"28344",161,"JAMA","ST",146039,93751,28366,20,1,"M","JMM(S)",39141,"DURGA SOREN","H",0.641958654879861,0.302567439280648
"28364",162,"POREYAHAT","GEN",183371,122303,10146,22,1,"M","JMM(S)",38854,"PRASHANT KUMAR","H",0.666970240659646,0.0829578996426907
"28386",163,"GODDA","GEN",200556,129905,8546,26,1,"M","INC",37629,"RAJNISH ANAND","H",0.647724326372684,0.0657865363149994
"28412",164,"MAHAGAMA","GEN",202431,130034,495,26,1,"M","INC",44397,"AWADH BIHARI SINGH","H",0.642362088810508,0.00380669671009121
"28438",165,"PIRPAINTI","GEN",196352,123535,1237,27,1,"M","CPI",34416,"AMBIKA PRASAD","H",0.6291507089309,0.0100133565386328
"28465",166,"COLGONG","GEN",213129,132572,7644,29,1,"M","JD",56598,"MAHESH PRASAD MANDAL","H",0.622027035269719,0.0576592342274387
"28494",167,"NATHNAGAR","GEN",193880,123115,32812,34,1,"M","JD",47685,"LUTFAR RAHMAN","M",0.635006189395502,0.266515046907363
"28528",168,"BHAGALPUR","GEN",192112,109139,4926,45,1,"M","BJP",44944,"ASHWINI CHOUBE","H",0.568100899475306,0.0451351029421197
"28573",169,"GOPALPUR","GEN",189177,117678,15623,33,1,"M","JD",43311,"RABINDRA KR. RANA","H",0.62205236365943,0.132760583966417
"28606",170,"BIHPUR","GEN",158473,97960,17153,30,1,"M","JD",36393,"BARHMDEO MANDAL","H",0.61814946394654,0.175102082482646
"28636",171,"SULTANGANJ","SC",213506,128968,19058,22,1,"M","JD",45538,"FANINDRA CHOUDHARY","H",0.604048598165860,0.147773090999318
"28658",172,"AMARPUR","GEN",179299,110561,14573,33,1,"M","JD",34287,"SURENDRA PRASAD SINGH","H",0.616629205963223,0.131809589276508
"28691",173,"DHURAIYA","SC",179989,114876,10652,11,1,"M","CPI",39945,"NARESH DAS","H",0.638239003494658,0.0927260698492287
"28702",174,"BANKA","GEN",161410,101177,8792,32,1,"M","JD",31864,"JAVED IQBAL ANSARI","M",0.626832290440493,0.0868972197238503
"28734",175,"BELHAR","GEN",150478,93256,19780,32,1,"M","JD",37180,"RAM DEV YADAV","H",0.61973178803546,0.212104315003860
"28766",176,"KATORIA","GEN",181016,114043,19620,26,1,"M","JD",33994,"GIRIDHARI YADAV","H",0.630016131170725,0.172040370737353
"28792",177,"CHAKAI","GEN",177005,101468,3193,29,1,"M","BJP",34658,"PHALGUNI PRASAD YADAV","H",0.573249343238892,0.0314680490400915
"28821",178,"JHAJHA","GEN",160623,95625,7969,27,1,"M","INC",31841,"RAVINDRA YADAV","H",0.595338152070376,0.0833359477124183
"28848",179,"TARAPUR","GEN",164879,110129,2450,24,1,"M","SAP",37338,"SHAKUNI CHOUDHARY","H",0.667938306273085,0.0222466380335788
"28872",180,"KHARAGPUR","GEN",190147,122836,29589,24,1,"M","JD",49041,"JAY PRAKASH NARAYAN YADAV","H",0.646005458934403,0.240882151812172
"28896",181,"PARBATTA","GEN",179848,119759,12887,30,1,"M","JD",35726,"VIDYA SAGAR NISHAD","H",0.665890084960633,0.10760777895607
"28926",182,"CHAUTHAM","GEN",171344,108723,13323,41,1,"M","CPI",23062,"SATYA NARAYAN SINGH","H",0.634530535063965,0.122540768742584
"28967",183,"KHAGARIA","GEN",168163,106628,9047,39,1,"F","BJP",22854,"CHANDRAMUKHI DEVI","H",0.634075272206133,0.0848463818134074
"29006",184,"ALAULI","SC",153205,99234,17357,8,1,"M","JD",43481,"PASHUPATI KUMAR PARAS","H",0.647720374661401,0.174909809137997
"29014",185,"MONGHYR","GEN",196943,113315,10910,35,1,"M","JD",35209,"MONAZIR HASAN","M",0.575369523161524,0.096280280633632
"29049",186,"JAMALPUR","GEN",186234,104961,7327,30,1,"M","JD",30315,"UPENDRA PD. VERMA","H",0.563597409710364,0.0698068806509084
"29079",187,"SURYAGARHA","GEN",183938,106047,7379,41,1,"M","IND",29787,"PRAHLAD YADAV","H",0.57653665909165,0.0695823549935406
"29120",188,"JAMUI","GEN",199494,112200,7082,29,1,"M","JD",40413,"ARJUN MANDAL","H",0.562422930012933,0.0631194295900178
