"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"42423",22,"SHEOHAR","GEN",230836,119973,1631,15,1,"M","JD(U)",40447,"SHARFUDDIN","M",0.519732624027448,0.0135947254798996
"42438",23,"RIGA","GEN",229978,122024,22327,21,1,"M","BJP",48633,"MOTILAL PRASAD","H",0.530589882510501,0.182972202189733
"42459",24,"BATHNAHA","SC",235163,111731,13292,11,1,"M","BJP",49181,"DINKAR RAM","H",0.475121511462262,0.118964298180451
"42470",25,"PARIHAR","GEN",228952,115482,4218,14,1,"M","BJP",32987,"RAM NARESH PR. YADAV.","H",0.504393934099724,0.0365251727541955
"42484",26,"SURSAND","GEN",231960,116475,1186,10,1,"M","JD(U)",38542,"SHAHID ALI KHAN","M",0.502133988618727,0.0101824425842455
"42494",27,"BAJPATTI","GEN",242897,116118,3420,13,1,"F","JD(U)",44726,"RANJU GEETA","H",0.478054483999391,0.0294527980158115
"42507",28,"SITAMARHI","GEN",224109,118616,5221,8,1,"M","BJP",51664,"SUNIL KUMAR ALIAS PINTU","H",0.529278163750675,0.0440159843528698
"42515",29,"RUNISAIDPUR","GEN",216175,108978,10759,11,1,"F","JD(U)",36125,"GUDDI DEVI","H",0.504119347750665,0.0987263484372993
"42526",30,"BELSAND","GEN",198429,98391,19580,10,1,"F","JD(U)",38139,"SUNITA SINGH","H",0.495849900972136,0.199001941234462
"42536",31,"HARLAKHI","GEN",218983,112285,6659,9,1,"M","JD(U)",30281,"SHALIGRAM YADAV","H",0.512756698008521,0.0593044485015808
"42545",32,"BENIPATTI","GEN",233957,97671,12642,21,1,"M","BJP",31198,"VINOD NARAIN JHA","H",0.417474151232919,0.129434530208557
"42566",33,"KHAJAULI","GEN",233852,124145,10713,16,1,"M","BJP",44959,"ARUN SHANKAR PRASAD","H",0.530869951935412,0.0862942526883886
"42582",34,"BABUBARHI","GEN",235219,127758,4913,9,1,"M","RJD",51772,"UMA KANT YADAV","H",0.543144899009009,0.0384555174627029
"42591",35,"BISFI","GEN",243560,115106,9501,15,1,"M","RJD",47169,"DR. FAIYAJ AHMAD","M",0.472598127771391,0.0825413097492746
"42606",36,"MADHUBANI","GEN",266042,121083,588,16,1,"M","BJP",44817,"RAM DEO MAHTO","H",0.455127385901474,0.00485617303832908
"42622",37,"RAJNAGAR","SC",241735,106756,2459,10,1,"M","RJD",40584,"RAM LAKHAN RAM RAMAN","H",0.441624092497983,0.0230338341638877
"42632",38,"JHANJHARPUR","GEN",245100,117305,20681,11,1,"M","JD(U)",57652,"NITISH MISHRA","H",0.47860057119543,0.176301095434977
"42643",39,"PHULPARAS","GEN",261395,126778,12344,20,1,"F","JD(U)",36113,"GULJAR DEVI","H",0.485005451519731,0.0973670510656423
"42663",40,"LAUKAHA","GEN",260675,137390,17566,14,1,"M","JD(U)",47849,"HARI PRASAD SAH","H",0.527054761676417,0.127855011281753
"42677",41,"NIRMALI","GEN",218447,130487,46010,10,1,"M","JD(U)",70150,"ANIRUDDHA PRASAD YADAV","H",0.597339400403759,0.352602174929303
"42687",42,"PIPRA_2","GEN",237739,122364,14686,16,1,"F","JD(U)",44883,"SUJATA DEVI","H",0.514698892482933,0.120018959824785
"42703",43,"SUPAUL","GEN",219369,121377,15400,9,1,"M","JD(U)",55179,"BIJENDRA PRASAD YADAV","H",0.553300603093418,0.126877414996251
"42712",44,"TRIBENIGANJ","SC",208931,130173,19023,13,1,"F","JD(U)",63729,"AMLA DEVI","H",0.62304301420086,0.146136295545159
"42725",45,"CHHATAPUR","GEN",212216,136720,23730,18,1,"M","JD(U)",66895,"NEERAJ KUMAR SINGH","H",0.644249255475553,0.17356641310708
"42743",46,"NARPATGANJ","GEN",237915,149093,6937,14,1,"F","BJP",61106,"DEVANTI YADAV","H",0.626664985393943,0.0465280060096718
"42757",47,"RANIGANJ","SC",229649,131192,23653,8,1,"M","BJP",65111,"PARMANAND RISHIDEO","H",0.571271810458569,0.180293005671078
"42765",48,"FORBESGANJ","GEN",241677,143965,26827,17,1,"M","BJP",70463,"PADAM PARAG ROY 'VENU'","H",0.595691770420851,0.186343903031987
"42782",49,"ARARIA","GEN",216652,128555,18061,14,1,"M","LJP",49532,"ZAKIR HUSSAIN KHAN","M",0.593370935878736,0.140492396250632
"42796",50,"JOKIHAT","GEN",209567,124615,25330,14,1,"M","JD(U)",44027,"SARFRAZ ALAM","M",0.594630834053071,0.203266059463146
"42810",51,"SIKTI","GEN",211844,134957,9874,13,1,"M","BJP",42076,"ANANDI PRASAD YADAV","H",0.637058401465229,0.0731640448439132
"42823",52,"BAHADURGANJ","GEN",208314,112447,3799,16,1,"M","INC",30551,"MOHAMMAD TOUSIF ALAM","M",0.539795693040314,0.0337848052860459
"42839",53,"THAKURGANJ","GEN",196541,128527,6963,11,1,"M","LJP",36372,"NAUSHAD ALAM","M",0.653944978401453,0.0541753872727131
"42850",54,"KISHANGANJ","GEN",211851,123875,264,13,1,"M","INC",38867,"DR MOHAMMAD JAWAID","M",0.584727001524657,0.00213118062563068
"42863",55,"KOCHADHAMAN","GEN",177507,103564,9025,15,1,"M","RJD",37376,"AKHATARUL IMAN","M",0.583436146180151,0.0871441813757676
"42878",56,"AMOUR","GEN",222012,124701,18828,8,1,"M","BJP",57774,"SABA ZAFAR","M",0.561685854818658,0.150985156494334
"42886",57,"BAISI","GEN",190599,122606,9250,8,1,"M","BJP",39939,"SANTOSH KUMAR","H",0.643266753760513,0.0754449211294716
"42894",58,"KASBA","GEN",198855,133901,4455,10,1,"M","INC",63025,"MD. AFAQUE ALAM","M",0.673359985919389,0.0332708493588547
"42904",59,"BANMANKHI","SC",232413,126527,44890,11,1,"M","BJP",67950,"KRISHNA KUMAR RISHI","H",0.544405863699535,0.354785935017822
"42915",60,"RUPAULI","GEN",238076,139310,37716,15,1,"F","JD(U)",64887,"BIMA BHARTI","H",0.585149280061829,0.270734333500825
"42930",61,"DHAMDAHA","GEN",236569,146118,44697,19,1,"F","JD(U)",64323,"LESHI SINGH","H",0.617654891384755,0.305896604114483
"42949",62,"PURNIA","GEN",216656,131847,15599,13,1,"M","BJP",54605,"RAJ KISHORE KESHARI","H",0.608554574994461,0.118311376064681
"42962",63,"KATIHAR","GEN",208316,125340,20607,10,1,"M","BJP",58718,"TAR KISHORE PRASAD","H",0.601682059947388,0.164408808042125
"42972",64,"KADWA","GEN",200887,119970,18367,22,1,"M","BJP",38225,"BHOLA RAY","H",0.597201411738938,0.153096607485205
"42994",65,"BALRAMPUR","GEN",232774,147272,2704,16,1,"M","IND",48136,"DULAL CHANDRA GOSHWAMI","H",0.632682344248069,0.0183605844967136
"43010",66,"PRANPUR","GEN",217542,138226,716,16,1,"M","BJP",43660,"BINOD KUMAR SINGH","H",0.63539914131524,0.00517992273523071
"43026",67,"MANIHARI","ST",210473,126140,4165,15,1,"M","JD(U)",44938,"MANOHAR PRASAD SINGH","H",0.599316776973769,0.0330188679245283
"43041",68,"BARARI","GEN",207239,136794,27168,12,1,"M","BJP",58104,"BIBHASHA CHANDRA CHOUDHARY","H",0.660078460135399,0.198605201982543
"43053",69,"KORHA","SC",202388,128447,52444,11,1,"M","BJP",71020,"MAHESH PASWAN","H",0.634657193114216,0.408292914587340
"43064",70,"ALAMNAGAR","GEN",263276,154111,42345,14,1,"M","JD(U)",64967,"NARENDRA N. YADAV","H",0.585359090840031,0.274769484332721
"43078",71,"BIHARIGANJ","GEN",251476,152620,49997,14,1,"F","JD(U)",79062,"RENU KUMARI","H",0.606896880815664,0.327591403485782
"43092",72,"SINGHESHWAR","SC",245479,145297,15196,7,1,"M","JD(U)",72282,"RAMESH RISHIDEV","H",0.591891770782837,0.104585779472391
"43099",73,"MADHEPURA","GEN",258173,153274,11944,9,1,"M","RJD",72481,"CHANDRASHEKHAR","H",0.593687178752232,0.0779258060727847
"43108",74,"SONBARSA","SC",229264,119699,31445,20,1,"M","JD(U)",56633,"RATNESH SADA","H",0.522101158489776,0.262700607356787
"43128",75,"SAHARSA","GEN",284939,151969,7979,14,1,"M","BJP",55687,"ALOK RANJAN","H",0.533338714602073,0.0525041291315992
"43142",76,"SIMRI BAKHTIARPUR","GEN",244826,131693,18842,10,1,"M","JD(U)",57980,"DR ARUN KUMAR","H",0.537904470930375,0.143075182431868
"43152",77,"MAHISHI","GEN",222769,117376,1717,15,1,"M","RJD",39158,"DR ABDUL GAFOOR","M",0.526895573441547,0.0146282033805889
"43167",78,"KUSHESHWAR ASTHAN","SC",198439,90475,5512,12,1,"M","BJP",28576,"SHASHI BHUSHAN HAJARI","H",0.455933561447095,0.0609229068803537
"43179",79,"GORA BAURAM","GEN",195440,90480,10602,14,1,"M","JD(U)",33258,"DR. IZHAR AHMAD","M",0.462955382726156,0.117175066312997
"43193",80,"BENIPUR","GEN",226713,107178,13957,11,1,"M","BJP",43222,"GOPAL JEE THAKUR","H",0.472747482499901,0.130222620313870
"43204",81,"ALINAGAR","GEN",215293,101888,4989,10,1,"M","RJD",37923,"ABDUL BARI SIDDIQUI","M",0.473252730000511,0.0489655307788945
"43214",82,"DARBHANGA RURAL","GEN",223313,101745,3676,15,1,"M","RJD",29776,"LALIT KUMAR YADAV","H",0.455616108332251,0.0361295395351123
"43229",83,"DARBHANGA","GEN",227474,118600,27554,11,1,"M","BJP",64136,"SANJAY SARAOGI","H",0.521378267406385,0.232327150084317
"43240",84,"HAYAGHAT","GEN",183963,90937,6025,14,1,"M","BJP",32023,"AMAR NATH GAMI","H",0.494322227839294,0.0662546598194354
"43254",85,"BAHADURPUR","GEN",226902,115518,643,20,1,"M","JD(U)",27320,"MADAN SAHNI","H",0.509109659676865,0.00556623210235634
"43274",86,"KEOTI","GEN",232621,108745,29,12,1,"M","BJP",45791,"ASHOK KUMAR YADAV","H",0.467477140928807,0.000266678927766794
"43286",87,"JALE","GEN",242023,107994,16942,13,1,"M","BJP",42590,"VIJAY KUMAR MISHRA","H",0.446213789598509,0.156879085875141
"43299",88,"GAIGHAT","GEN",230878,129760,15987,16,1,"F","BJP",56386,"VEENA DEVI","H",0.562028430599711,0.123204377311961
"43315",89,"AURAI","GEN",219012,116668,11741,16,1,"M","BJP",38422,"RAM SURAT RAI","H",0.532701404489252,0.100635992731512
"43331",90,"MINAPUR","GEN",203003,124176,5402,14,1,"M","JD(U)",42286,"DINESH PRASAD","H",0.611695393664133,0.0435027702615642
"43345",91,"BOCHAHA","SC",200308,122509,24127,14,1,"M","JD(U)",61885,"RAMAI RAM","H",0.611603131177986,0.196940632933091
"43359",92,"SAKRA","SC",194194,115631,13045,9,1,"M","JD(U)",55486,"SURESH CHANCHAL","H",0.595440641832394,0.112815767398016
"43368",93,"KURHANI","GEN",213417,129965,1570,21,1,"M","JD(U)",36757,"MANOJ KUMAR SINGH","H",0.608972106252079,0.0120801754318470
"43389",94,"MUZAFFARPUR","GEN",234855,121805,46439,19,1,"M","BJP",72301,"SURESH KUMAR SHARMA","H",0.518639160332971,0.381256927055540
"43408",95,"KANTI","GEN",205660,124714,8415,24,1,"M","JD(U)",39648,"AJIT KUMAR","H",0.606408635612175,0.067474381384608
"43432",96,"BARURAJ","GEN",204587,112639,14317,14,1,"M","RJD",42783,"BRIJ KISHOR SINGH","H",0.55056772913235,0.127105176714992
"43446",97,"PAROO","GEN",223811,124179,19027,16,1,"M","BJP",53609,"ASHOK KUMAR SINGH","H",0.554838680851254,0.153222364489970
"43462",98,"SAHEBGANJ","GEN",214176,121012,4916,15,1,"M","JD(U)",46606,"RAJU KUMAR SINGH","H",0.565011952786493,0.0406240703401316
"43477",99,"BAIKUNTHPUR","GEN",233588,125345,36524,14,1,"M","JD(U)",70105,"MANJEET KUMAR SINGH","H",0.536607188725448,0.291387769755475
"43491",100,"BARAULI","GEN",201573,114936,10414,14,1,"M","BJP",45234,"RAM PRAVESH RAI","H",0.570195413076156,0.0906069464745598
"43505",101,"GOPALGANJ","GEN",241481,127512,15893,13,1,"M","BJP",58010,"SUBAS SINGH","H",0.528041543641115,0.124639249639250
"43518",102,"KUCHAIKOTE","GEN",230949,126644,19518,14,1,"M","JD(U)",51815,"AMRENDRA KUMAR PANDEY","H",0.548363491506783,0.154117052525189
"43532",103,"BHOREY","SC",250127,119797,43570,12,1,"M","BJP",61401,"IDRADEO MAJHI","H",0.478944696094384,0.363698590114944
"43544",104,"HATHUA","GEN",222479,119609,22847,18,1,"M","JD(U)",50708,"RAM SEWAK SINGH","H",0.537619280920896,0.191014054126362
"43562",105,"SIWAN","GEN",227240,116826,12541,24,1,"M","BJP",51637,"VYASDEO PRASAD","H",0.514108431614152,0.107347679454916
"43586",106,"ZIRADEI","GEN",198655,108054,8920,29,1,"F","BJP",29442,"ASHA DEVI","H",0.543927915229921,0.0825513169341255
"43615",107,"DARAULI","SC",233382,117034,7006,14,1,"M","BJP",40993,"RAMAYAN MANJHI","H",0.501469693463935,0.0598629458106191
"43629",108,"RAGHUNATHPUR","GEN",208830,103497,15112,14,1,"M","BJP",33474,"VIKRAM KUNWAR","H",0.495604079873581,0.146013894122535
"43643",109,"DARAUNDHA","GEN",223240,110869,31135,22,1,"F","JD(U)",49115,"JAGMATO DEVI","H",0.496635907543451,0.280826921862739
"43665",110,"BARHARIA","GEN",219766,115121,25121,18,1,"M","JD(U)",53707,"SHYAM BAHADUR SINGH","H",0.523834442088403,0.218213879309596
"43683",111,"GORIYAKOTHI","GEN",238290,124905,14021,22,1,"M","BJP",42533,"BHUMENDRA NARAYAN SINGH","H",0.524172227118217,0.112253312517513
"43705",112,"MAHARAJGANJ","GEN",216948,111079,20000,20,1,"M","JD(U)",40232,"DAMODAR SINGH","H",0.512007485664768,0.180052035038126
"43725",113,"EKMA","GEN",214228,102981,29201,18,1,"M","JD(U)",55474,"MANORANJAN SINGH","H",0.4807074705454,0.283557161029705
"43743",114,"MANJHI","GEN",216242,106813,7904,23,1,"M","JD(U)",28687,"GAUTAM SINGH","H",0.493951221316858,0.0739984833306807
"43766",115,"BANIAPUR","GEN",233199,112191,3575,12,1,"M","RJD",45259,"KEDAR NATH SINGH","H",0.481095545006625,0.0318653011382375
"43778",116,"TARAIYA","GEN",213805,100202,6970,15,1,"M","BJP",26600,"JANAK SINGH","H",0.468660695493557,0.0695594898305423
"43793",117,"MARHAURA","GEN",187178,99374,5624,29,1,"M","RJD",26374,"JITENDRA KUMAR RAI","H",0.530906409941339,0.0565942801940145
"43822",118,"CHAPRA","GEN",254790,114426,35871,22,1,"M","BJP",61045,"JANARDAN SINGH SIGRIWAL","H",0.449099258212646,0.313486445388286
"43844",119,"GARKHA","SC",212209,103636,1787,9,1,"M","BJP",41033,"GYAN CHAND MANJHI","H",0.48836759986617,0.0172430429580455
"43853",120,"AMNOUR","GEN",192922,96626,10517,15,1,"M","JD(U)",29508,"KRISHANA KUMAR","H",0.500855267932118,0.108842340570861
"43868",121,"PARSA","GEN",195967,101163,4689,10,1,"M","JD(U)",44828,"CHHOTELAL RAI","H",0.516224670480234,0.046350938584265
"43878",122,"SONEPUR","GEN",223755,120399,20685,10,1,"M","BJP",64676,"VINAY KUMAR SINGH","H",0.538084065160555,0.171803752522861
"43888",123,"HAJIPUR","GEN",235101,133437,16609,24,1,"M","BJP",55315,"NITYANAND ROY","H",0.567573085610014,0.124470724012081
"43912",124,"LALGANJ","GEN",254800,142678,24145,15,1,"F","JD(U)",58210,"ANNU SHUKLA","H",0.559960753532182,0.169227210922497
"43927",125,"VAISHALI","GEN",244660,134986,12828,13,1,"M","JD(U)",60950,"BRISHIN PATEL","H",0.551728929943595,0.0950320774006193
"43940",126,"MAHUA","GEN",208027,115908,21925,31,1,"M","JD(U)",46309,"RAVINDRA RAY","H",0.557177674051926,0.189158643061739
"43971",127,"RAJA PAKAR","SC",202408,102960,10215,22,1,"M","JD(U)",43212,"SANJAY KUMAR","H",0.50867554642109,0.0992132867132867
"43993",128,"RAGHOPUR","GEN",262824,133656,13006,11,1,"M","JD(U)",64222,"SATISH KUMAR","H",0.508538033056342,0.0973095109834201
"44004",129,"MANHAR","GEN",223157,118974,2489,16,1,"M","BJP",29754,"DR. ACHYUATANAND","H",0.533140345138176,0.0209205372602417
"44020",130,"PATEPUR","SC",222901,114913,16667,13,1,"M","BJP",53762,"MAHENDRA BAITHA","H",0.515533802001786,0.145040160817314
"44033",131,"KALYANPUR(SC)","SC",251194,128961,30197,11,1,"M","JD(U)",62124,"RAMSEWAK HAZARI","H",0.513392039618781,0.234156062685618
"44044",132,"WARISNAGAR","GEN",244018,136178,19500,22,1,"M","JD(U)",46245,"ASHOK KUMAR","H",0.558065388618872,0.143194936039595
"44066",133,"SAMASTIPUR","GEN",211653,116809,1827,15,1,"M","RJD",42852,"AKHTARUL ISLAM SAHIN","M",0.551889177096474,0.0156409180799425
"44081",134,"UJIARPUR","GEN",226966,130802,13031,13,1,"M","RJD",42791,"DURGA PRASAD SINGH","H",0.576306583364909,0.0996238589624012
"44094",135,"MORWA","GEN",198560,104988,6850,19,1,"M","JD(U)",40271,"BAIDHNATH SAHANI","H",0.528746978243352,0.065245551872595
"44113",136,"SARAIRANJAN","GEN",217663,118711,17557,10,1,"M","JD(U)",53946,"VIJAY KUMAR CHAUDHARY","H",0.545388972861717,0.147896993538931
"44123",137,"MOHIUDDINNAGAR","GEN",199256,105108,14351,11,1,"M","BJP",51756,"RANA GANGESHWAR SINGH","H",0.527502308587947,0.136535753700955
"44134",138,"BIBHUTPUR","GEN",206796,121331,12301,9,1,"M","JD(U)",46469,"RAM BALAK SINGH","H",0.586718311766185,0.101383817820672
"44143",139,"ROSERA","SC",248885,127908,12119,6,1,"F","BJP",57930,"MANJU HAJARI","H",0.513924101492657,0.0947477874722457
"44149",140,"HASANPUR","GEN",223486,116704,3291,11,1,"M","JD(U)",36767,"RAJ KUMAR RAY","H",0.522198258503888,0.0281995475733480
"44160",141,"CHERIA BARIARPUR","GEN",202565,114204,1061,11,1,"F","JD(U)",32807,"KUMARI MANJU VERMA","H",0.563789400933034,0.00929039263073097
"44171",142,"BACHHWARA","GEN",225666,129942,12087,18,1,"M","CPI",33770,"ABDHESH KUMAR RAI","H",0.575815585865837,0.0930184236043773
"44189",143,"TEGHRA","GEN",222431,123341,5846,9,1,"M","BJP",38694,"LALAN KU.","H",0.554513534534305,0.0473970536966621
"44198",144,"MATIHANI","GEN",258738,149383,23828,10,1,"M","JD(U)",60530,"NARENDRA KUMAR SINGH URF BOGO SINGH","H",0.577352379627268,0.159509448866337
"44208",145,"SAHEBPUR KAMAL","GEN",193868,107996,11111,12,1,"F","JD(U)",46391,"PARVEEN AMANULLAH","M",0.557059442507273,0.102883440127412
"44220",146,"BEGUSARAI","GEN",243998,129070,19618,12,1,"M","BJP",50602,"SURENDRA MEHTA","H",0.528979745735621,0.151995041450376
"44232",147,"BAKHRI","SC",212958,118629,18412,11,1,"M","BJP",43871,"RAMANAND RAM","H",0.557053503507734,0.155206568377041
"44243",148,"ALAULI","SC",195125,108367,17523,8,1,"M","JD(U)",53775,"RAM CHANDRA SADA","H",0.555372197309417,0.161700517685273
"44251",149,"KHAGARIA","GEN",198853,113831,26853,15,1,"F","JD(U)",48841,"POONAM DEVI YADAV","H",0.572437931537367,0.235902346460982
"44266",150,"BELDAUR","GEN",234816,132946,15738,13,1,"M","JD(U)",45990,"PANNALAL SINGH ""PATEL""","H",0.56617095938948,0.118378890677418
"44279",151,"PARBATTA","GEN",239007,141526,808,10,1,"M","RJD",60428,"SAMRAT CHOUDHARY ALIAS RAKESH KUMAR","H",0.59214165275494,0.00570919830985119
"44289",152,"BIHPUR","GEN",208378,116986,465,12,1,"M","BJP",48027,"KUMAR SHAILENDRA","H",0.561412433174327,0.00397483459559264
"44301",153,"GOPALPUR","GEN",204374,114618,25060,14,1,"M","JD(U)",53876,"NARENDRA KUMAR NIRAJ","H",0.560824762445321,0.218639306217174
"44315",154,"PIRPAINTI","SC",266674,129089,5752,16,1,"M","BJP",48493,"AMAN KUMAR","H",0.484070438062953,0.0445584054412072
"44331",155,"KAHALGAON","GEN",258106,132286,8935,11,1,"M","INC",44936,"SADANAND SINGH","H",0.512525861467769,0.0675430506629575
"44342",156,"BHAGALPUR","GEN",272275,117003,11060,15,1,"M","BJP",49164,"ASHWINI KUMAR CHOUBEY","H",0.429723625011477,0.0945274907481005
"44357",157,"SULTANGANJ","GEN",263544,123561,4845,24,1,"M","JD(U)",34652,"SUBODH RAI","H",0.468843912212003,0.0392114016558623
"44381",158,"NATHNAGAR","GEN",243019,122257,4727,15,1,"M","JD(U)",42094,"AJAI KUMAR MANDAL","H",0.503075891185463,0.0386644527511717
"44396",159,"AMARPUR","GEN",233495,115992,18007,14,1,"M","JD(U)",47300,"JANARDAN MANJHI","H",0.496764384676331,0.155243465066556
"44410",160,"DHURAIYA","SC",226035,112759,8342,9,1,"M","JD(U)",40261,"MANISH KUMAR","H",0.498856371800827,0.0739807908903059
"44419",161,"BANKA","GEN",204097,106702,2410,15,1,"M","RJD",29047,"JAVED IQBAL ANSARI","M",0.522800433127386,0.0225862682986261
"44434",162,"KATORIA","ST",186153,85190,8763,8,1,"M","BJP",32332,"SONELAL HEMBRAM","H",0.457634311560920,0.102864185937317
"44442",163,"BELHAR","GEN",247681,120346,7616,14,1,"M","JD(U)",33776,"GIRIDHARI YADAV","H",0.48589112608557,0.0632841972313164
"44456",164,"TARAPUR","GEN",251596,119133,13878,14,1,"F","JD(U)",44582,"NEETA CHOUDHARY","H",0.473509117792016,0.116491652187051
"44470",165,"MUNGER","GEN",268850,129649,17613,20,1,"M","JD(U)",55086,"ANANT KUMAR SATYARTHY","H",0.482235447275432,0.135851414202963
"44490",166,"JAMALPUR","GEN",255815,114747,21142,17,1,"M","JD(U)",48337,"SHAILESH KUMAR","H",0.448554619549284,0.184248825677360
"44507",167,"SURYAGARHA","GEN",272196,128485,2928,15,1,"M","BJP",49511,"PREM RANJAN PATEL","H",0.472031183411953,0.0227886523718722
"44522",168,"LAKHISARAI","GEN",295034,145331,59620,15,1,"M","BJP",78457,"VIJAY KUMAR SINHA","H",0.492590684463486,0.410235944155067
"44537",169,"SHEIKHPURA","GEN",201298,103187,7342,12,1,"M","JD(U)",31507,"RANDHIR KUMAR SONI","H",0.512608172957506,0.0711523738455426
"44549",170,"BARBIGHA","GEN",185487,92414,3047,11,1,"M","JD(U)",24136,"GAJANAND SHAHI","H",0.498223595184568,0.0329711948406086
"44560",171,"ASTHAWAN","GEN",232889,106981,19570,14,1,"M","JD(U)",54176,"JITENDRA KUMAR","H",0.459364761753453,0.182929679101897
"44574",172,"BIHARSHARIF","GEN",313086,150206,23712,14,1,"M","JD(U)",77880,"DR. SUNIL KUMAR","H",0.479759554882684,0.157863201203680
"44588",173,"RAJGIR","SC",228900,101803,26951,15,1,"M","BJP",50648,"SATYADEO NARAIN ARYA","H",0.44474879860201,0.264736795575769
"44603",174,"ISLAMPUR","GEN",237595,114408,23808,10,1,"M","JD(U)",56332,"RAJIB RANJAN","H",0.481525284622993,0.20809733585064
"44613",175,"HILSA","GEN",240525,126043,13202,16,1,"F","JD(U)",54974,"USHA SINHA","H",0.524032844818626,0.104742032480979
"44629",176,"NALANDA","GEN",237359,120904,21037,15,1,"M","JD(U)",58067,"SHRAWON KUMAR","H",0.50937187972649,0.173997551776616
"44644",177,"HARNAUT","GEN",242011,120103,15042,13,1,"M","JD(U)",56827,"HARINARAYAN SINGH","H",0.496270830664722,0.125242500187339
"44657",178,"MOKAMA","GEN",214152,116975,8954,9,1,"M","JD(U)",51564,"ANANT KUMAR SINGH","H",0.546224177219919,0.0765462705706347
"44666",179,"BARH","GEN",216282,113021,19395,15,1,"M","JD(U)",53129,"GYANENDRA KUMAR SINGH","H",0.522563135166126,0.171605276895444
"44681",180,"BAKHTIARPUR","GEN",202753,113274,14745,9,1,"M","RJD",52782,"ANIRUDDH KUMAR","H",0.558679772925678,0.130171089570422
"44690",181,"DIGHA","GEN",341913,130974,60462,15,1,"F","JD(U)",81247,"PUNAM DEVI","H",0.383062357968255,0.461633606670026
"44705",182,"BANKIPUR","GEN",295765,109309,60840,15,1,"M","BJP",78771,"NITIN NABIN","H",0.369580579176035,0.556587289244252
"44720",183,"KUMHRARH","GEN",310181,115805,67808,15,1,"M","BJP",83425,"ARUN KUMAR SINHA","H",0.373346529929299,0.585536030395924
