"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"6125",80,"MADHUBANI","GEN",106934,72266,23197,6,1,"M","SOP",41234,"ABDUL GHAFOOR","M",0.675800026184375,0.320994658622312
"6131",81,"JHANJHARPUR","GEN",96836,79844,36542,9,1,"M","INC",55089,"JAGANNATH MISHRA","H",0.824528068073857,0.457667451530484
"6140",82,"RAJNAGAR","SC",108196,58963,13419,4,1,"M","INC",33498,"BILAT PASWAN","H",0.544964693704019,0.227583399759171
"6144",83,"PHULPARAS","GEN",105459,86632,17647,6,1,"M","SOP",50214,"UTTAM LAL YADAV","H",0.82147564456329,0.203700711053652
"6150",84,"LAUKAHA","GEN",98326,67638,2220,7,1,"M","SOP",21800,"DHANIKLAL MANDAL","H",0.687895368468157,0.0328217865696798
"6157",85,"MADHEPUR","GEN",98337,83167,17060,5,1,"M","INC",42321,"RADHANANDAN JHA","H",0.845734565829749,0.205129438358964
"6162",86,"BIRAUL","GEN",113065,88559,7314,5,1,"M","BJS",38175,"ANIRUDDHA JHA","H",0.783257418299208,0.0825890084576384
"6167",87,"BAHERI","GEN",111925,86101,13624,7,1,"M","SWA",35518,"TEJNARAYAN YADAV","H",0.769274067455886,0.158232773138523
"6174",88,"MANIGACHHI","GEN",126140,104475,33477,9,1,"M","INC",55069,"NAGENDRA JHA","H",0.828246392896781,0.320430725053841
"6183",89,"BENIPUR","GEN",109713,72175,28417,5,1,"M","INC",42658,"HARINATH MISHRA","H",0.65785276129538,0.393723588500173
"6188",90,"DARBHANGA","GEN",121201,77804,1045,11,1,"M","BJS",20389,"SURENDRA JHA SUMAN","H",0.641941898169157,0.0134311860572721
"6199",91,"KEOTIRANWAY","GEN",115052,85506,9940,6,1,"M","SOP",43240,"HUKUMDEO NARAYAN YADAV","H",0.743194381670897,0.116249152106285
"6205",92,"JALE","GEN",122442,76849,10660,7,1,"M","CPI",27325,"KHADIM HUSSAIN","M",0.627635941915356,0.138713581178675
"6212",93,"HAYAGHAT","SC",115688,83655,33318,5,1,"M","INC",55598,"BALESHWAR RAM","H",0.72310870617523,0.398278644432491
"6217",94,"KALYANPUR","GEN",91094,71962,20285,5,1,"M","INC",44327,"RAM NARESH TRIVEDI","H",0.789975190462599,0.281884883688613
"6222",95,"WARISNAGAR","SC",93574,53432,1957,3,1,"M","INC",26874,"CHULHAI RAM","H",0.571013315664608,0.0366259919149573
"6225",96,"SAMASTIPUR","GEN",97902,64976,8759,7,1,"M","NCO",25130,"SAHDEO MAHTO","H",0.663684092255521,0.134803619798079
"6232",97,"TAJPUR","GEN",98838,61270,10568,2,1,"M","SOP",35516,"KARPOORI THAKUR","H",0.619903276067909,0.172482454708667
"6234",98,"MOHIUDDINNAGAR","GEN",110356,89883,8781,5,1,"M","INC",39390,"KAPILDEO NARAIN SINGH","H",0.814482221175106,0.097693668435633
"6239",99,"DALSINGHSARAI","GEN",102710,63810,10974,4,1,"M","INC",28536,"JAGDISH PRASAD CHAUDHARI","H",0.621263752312336,0.171979313587212
"6243",100,"SARAIRANJAN","GEN",100243,61385,2345,6,1,"M","BJS",21395,"CHANDESHWAR PRASAD","H",0.61236196043614,0.0382015150281013
"6249",101,"BIBHUTPUR","GEN",104188,69505,15857,7,1,"M","INC",31095,"BANDHU MAHTO","H",0.667111375590279,0.228141860297820
"6256",102,"ROSERA","GEN",98501,72473,7209,4,1,"M","BJS",35829,"RAMASHRAYA RAI","H",0.735759027827129,0.0994715273274185
"6260",103,"HASANPUR","GEN",99276,57116,3403,4,1,"M","SOP",23201,"GAJENDRA PRASAD HIMANSHU","H",0.575325355574358,0.0595805028363331
"6264",104,"SINGHIA","SC",96820,43285,16130,5,1,"M","CPI",23446,"RAMJATAN PASWAN","H",0.447066721751704,0.37264641330715
"6269",105,"RAGHOPUR_2","GEN",101530,62109,12337,4,1,"M","INC",33753,"AMRENISA MISHRA","H",0.611730522998129,0.198634658423095
"6273",106,"KISHUNPUR","GEN",127366,76550,12522,4,1,"M","SOP",41996,"VINAYAK PRASAD YADAV","H",0.601023821113955,0.163579359895493
"6277",107,"SUPAUL","GEN",90900,53212,7586,8,1,"M","INC",19963,"UMA SHANKAR SINGH","H",0.585390539053905,0.142561828159062
"6285",108,"TRIBENIGANJ","GEN",97485,62648,8713,4,1,"M","SOP",26415,"ANUP LAL YADAV","H",0.642642457814023,0.139078661729026
"6289",109,"CHHATAPUR","SC",98499,50404,163,5,1,"M","INC",22309,"KUMBH NARAIN SARDAR","H",0.511720931176966,0.00323387032775177
"6294",110,"KUMARKHAND","GEN",97739,58891,14313,4,1,"M","SOP",31102,"JAIKUMAR SINGH","H",0.60253327740206,0.243042230561546
"6298",111,"SIMRI BAKHTIARPUR","GEN",100877,72414,26199,4,1,"M","INC",42692,"CHAUDHARY MOHAMMAD SALAUDDIN","M",0.717844503702529,0.361794680586627
"6302",112,"MAHISHI","GEN",116002,69152,4089,3,1,"M","INC",33467,"LAHTAN CHAUDHARI","H",0.5961276529715,0.0591306108283202
"6305",113,"SAHARSA","GEN",129095,93127,1939,6,1,"M","INC",44665,"RAMESH JHA","H",0.72138347728417,0.0208210293470207
"6311",114,"SONABARSA","SC",113831,54709,6139,5,1,"M","SOP",27987,"JAGESHWAR HAZARA","H",0.480616000913635,0.112211884699044
"6316",115,"MADMIPURA","GEN",110474,68496,22173,4,1,"M","SOP",39643,"BINDESHWARI PRASAD MANDAL","H",0.620019190035665,0.323712333566924
"6320",116,"MURLIGANJ","GEN",115101,65048,5396,9,1,"M","BJS",19903,"RAJNANDAN PRASAD","H",0.56513844362777,0.0829541261837412
"6329",117,"ALAMNAGAR","GEN",111667,68799,21571,2,1,"M","INC",44422,"VIDYAKAR DEVI","H",0.616108608631019,0.313536533961249
"6331",118,"RUPAULI","GEN",108129,50175,3945,7,1,"M","INC",14537,"ANANDI PRASAD SINGH","H",0.464029076380989,0.0786248131539611
"6338",119,"DHAMDAHA","GEN",107072,58516,6406,10,1,"M","INC",19555,"JAI NARAIN MEHTA","H",0.546510759115362,0.109474331806685
"6348",120,"BANMANKHI","SC",103655,36586,14363,4,1,"M","INC",20887,"RASIK LAL RISHIDEV","H",0.352959336259708,0.392581861914393
"6352",121,"KASBA","GEN",103351,55388,5630,9,1,"M","INC",19679,"RAM NARAIN MANDAL","H",0.535921277975056,0.101646566043186
"6361",122,"RANIGANJ","SC",101709,47056,15205,4,1,"M","IND",28814,"BUNDEL PASWAN","H",0.462653255857397,0.323125637538252
"6365",123,"NARPATGANJ","GEN",102486,57330,3115,4,1,"M","INC",23718,"SATYA NARAYAN YADAV","H",0.559393478133599,0.0543345543345543
"6369",124,"FORBESGANJ","GEN",105709,63416,13084,5,1,"M","INC",29750,"SARYU MISHRA","H",0.599911076634913,0.206320171565536
"6374",125,"ARARIA","GEN",99648,64151,9292,5,1,"M","SOP",28205,"AZAM","M",0.643776091843288,0.144845754547864
"6379",126,"PALASI","GEN",100329,62629,5373,9,1,"M","INC",28450,"MAYANAND THAKUR","H",0.624236262695731,0.0857909275255872
"6388",127,"BAHADURGANJ","GEN",93233,46879,18384,3,1,"M","INC",30697,"NAZAMUDDIN","M",0.502815526691193,0.392158535804945
"6391",128,"THAKURGANJ","GEN",98702,42618,12180,4,1,"M","INC",21519,"MOHAMMAD HUSSAIN AZAD","M",0.431784563635995,0.285794734619175
"6395",129,"KISHANGANJ","GEN",95338,45419,21659,7,1,"M","INC",26921,"RAFIQ ALAM","M",0.476399756655269,0.476870913054008
"6402",130,"JOKIHAT","GEN",94987,56552,23708,6,1,"M","IND",33038,"TALISMUDDIN","M",0.59536568161959,0.419224784269345
"6408",131,"AMOUR","GEN",97597,44543,4436,5,1,"M","IND",16444,"HASIBUR RAHMAN","M",0.456397225324549,0.099589161035404
"6413",132,"PURNIA","GEN",107048,62866,4212,8,1,"M","NCO",24881,"KAMAL DEO NARAYAN SINHA","H",0.587269262386967,0.0669996500493112
"6421",133,"KATIHAR","GEN",109259,62035,5188,12,1,"M","CPI",18315,"RAJKISHORE PRASAD SINGH","H",0.567779313374642,0.0836302087531232
"6433",134,"BARSOI","GEN",85335,35945,10191,6,1,"M","INC",17675,"BEAULA DOZA","M",0.421222241753091,0.283516483516484
"6439",135,"AZAMNAGAR","GEN",105827,47621,10771,7,1,"M","NCO",18787,"MOHAMMAD AYUB","M",0.449989133207972,0.226181726549211
"6446",136,"KORHA","SC",99748,50301,33481,3,1,"M","INC",39845,"BISHWANATH RISHI","H",0.504280787584714,0.665613009681716
"6449",137,"BARARI","GEN",95949,50487,6078,5,1,"M","INC",21853,"MOHAMMAD SHAKUR","M",0.526185786198918,0.120387426466219
"6454",138,"MANIHARI","GEN",94339,46510,526,5,1,"M","SOP",16684,"YUVRAJ","H",0.493009253861075,0.011309395828854
"6459",139,"RAJMAHAL","GEN",96367,49718,19452,8,1,"M","INC",30046,"NATHMAL DOKANIYA","H",0.515923500783463,0.391246630998833
"6467",140,"BORIO","ST",95932,33067,8007,9,1,"M","PHJ",16758,"SET HEMBROM","H",0.344692073552099,0.242144736444189
"6476",141,"BARHAIT","ST",88827,32855,13326,7,1,"M","IND",18566,"MASHIH SOREN","H",0.369876276357414,0.405600365241211
"6483",142,"LITIPARA","ST",82724,28740,12595,10,1,"M","PHJ",16622,"SOM MURMU","H",0.347420337507857,0.438239387613083
"6493",143,"PAKPURA","GEN",83078,36526,1831,12,1,"M","INC",12968,"S.M. ZAFAR","M",0.439659115529984,0.050128675464053
"6505",144,"MAHESHPUR","ST",85974,25129,3362,7,1,"M","INC",9889,"KALIDAS MURMU","H",0.292286039965571,0.133789645429583
"6512",145,"SIKARIPARA","ST",96998,28976,467,4,1,"M","HJS",11433,"SHIBU MURMU","H",0.298727808820800,0.0161167863059083
"6516",146,"NALA","GEN",101345,29015,8842,4,1,"M","CPI",16895,"BISHESHWAR KHAN","M",0.286299274754551,0.304738928140617
"6520",147,"JAMTARA","GEN",89953,36628,3049,7,1,"M","INC",14041,"DURGA PRASAD SINGH","H",0.407190421664647,0.083242328273452
"6527",148,"SARATH","GEN",97408,38570,236,7,1,"M","INC",9180,"KAMDEO PRASAD SINGH","H",0.395963370565046,0.00611874513870884
"6534",149,"MADHUPUR","GEN",104605,43146,1165,6,1,"M","BJS",13547,"AJIT KUMAR BANERJEE","H",0.412465943310549,0.0270013442729338
"6540",150,"DEOGHAR","SC",100787,31376,12751,4,1,"M","INC",18131,"BAIDYANATH DAS","H",0.311309990375743,0.40639342172361
"6544",151,"JARMUNDI","GEN",101018,36754,2798,6,1,"M","INC",14162,"SRIKANT JHA","H",0.363836148013225,0.0761277684061599
"6550",152,"DUMKA","ST",91713,30546,3042,7,1,"M","INC",10447,"PAIKA MURMU","H",0.333060743842203,0.09958750736594
"6557",153,"JAMA","ST",87992,22653,375,8,1,"M","INC",6930,"MADAN BESRA","H",0.257443858532594,0.0165540987948616
"6565",154,"POREYAHAT","ST",97898,36647,7213,7,1,"M","INC",14863,"PRITHIVI CHAND KISHU","H",0.374338597315573,0.196823750920949
"6572",155,"GODDA","GEN",106850,59980,9703,8,1,"M","INC",27769,"HAMANT KUMAR JHA","H",0.561347683668694,0.161770590196732
"6580",156,"MAHAGAMA","GEN",105534,54527,6278,7,1,"M","BJS",24769,"AWADH BIHARI SINGH","H",0.516677089847822,0.115135620885066
"6587",157,"PIRPAINTI","GEN",107955,51385,15259,5,1,"M","CPI",25067,"AMBIKA PRASAD","H",0.47598536427215,0.296954364114041
"6592",158,"COLGONG","GEN",115342,57854,14103,6,1,"M","INC",26288,"SADANAND SINGH","H",0.501586585979088,0.243768797317385
"6598",159,"NATHNAGAR","GEN",107138,58101,11001,6,1,"M","INC",22903,"CHUNCHUN PRASAD YADAV","H",0.542300584293155,0.189342696339134
"6604",160,"BHAGALPUR","GEN",101042,51735,12175,7,1,"M","BJS",27264,"VIJAY KUMAR MITRA","H",0.512014805724352,0.235333913211559
"6611",161,"GOPALPUR","GEN",92183,56121,23413,4,1,"M","INC",34555,"MADAN PRASAD SINGH","H",0.608799887180934,0.417187861941163
"6615",162,"BIHPUR","GEN",105878,51159,3208,6,1,"M","CPI",20829,"PRABHU NARAIN ROY","H",0.483188197737018,0.0627064641607537
"6621",163,"SULTANGANJ","GEN",118318,62470,4162,5,1,"M","INC",24170,"RAMACHANDRA PRASAD YADAV","H",0.527983907773965,0.0666239795101649
"6626",164,"AMARPUR","GEN",108731,66180,3216,5,1,"M","BJS",23680,"JANARDAN YADAV","H",0.608658064397458,0.0485947416137806
"6631",165,"DHURAIYA","SC",100765,50544,4170,5,1,"M","CPI",24840,"NARESH DAS","H",0.501602739046296,0.0825023741690408
"6636",166,"BANKA","GEN",92708,46679,8373,5,1,"M","INC",21172,"THAKUR KAMAKHYA PRASAD SINGH","H",0.503505630582043,0.179374022579747
"6641",167,"BELHAR","GEN",105427,42662,5065,6,1,"F","INC",14822,"SHAKUNTALA DEVI","H",0.404659148036082,0.118723922929070
"6647",168,"KATORIA","GEN",92182,45832,575,5,1,"M","IND",16649,"JAI PRAKASH MISHRA","H",0.497190340847454,0.0125458195147495
"6652",169,"CHAKAI","GEN",103913,44771,12697,6,1,"M","INC",22280,"CHANDRA SHEKHAR SINGH","H",0.430850807887367,0.283598758124679
"6658",170,"JHAJHA","GEN",98908,56528,9417,6,1,"M","SOP",23449,"SHEO NANDAN JHA","H",0.571521009422898,0.166590008491367
"6664",171,"JAMUI","GEN",121296,82009,26567,5,1,"M","SOP",43978,"TRIPURARI PRASAD SINGH","H",0.676106384382008,0.323952249143387
"6669",172,"SIKANDRA","SC",121680,75434,1012,5,1,"M","INC",36485,"RAMESHWAR PASWAN","H",0.619937541091387,0.0134157011427208
"6674",173,"SHEIKHPURA","SC",109591,47971,11860,7,1,"M","CPI",23287,"LOKNATH AZAD","H",0.437727550620033,0.247232703091451
"6681",174,"BARBIGHA","GEN",112184,68709,10345,4,1,"M","IND",32710,"RAJO SINGH","H",0.612467018469657,0.150562517283034
"6685",175,"BARAHIYA","GEN",112434,77994,14864,5,1,"M","SOP",40463,"KAPILDEO SINGH","H",0.693686963018304,0.190578762468908
"6690",176,"SURYAGARHA","GEN",104314,63773,3938,9,1,"F","CPI",16291,"SUNAINA SHARMA","H",0.611356097935081,0.0617502704906465
"6699",177,"JAMALPUR","GEN",95594,58525,1237,7,1,"M","BJS",19678,"SURESH KUMAR SINGH","H",0.612224616607737,0.0211362665527552
"6706",178,"TARAPUR","GEN",103160,61813,12551,8,1,"M","INC",21096,"TARNI PRASAD SINGH","H",0.599195424583172,0.203047902544772
"6714",179,"KHARAGPUR","GEN",100184,53778,3683,4,1,"M","INC",21956,"RAJENDRA PRASAD SINGH","H",0.536792302164018,0.0684852541931645
"6718",180,"MONGHYR","GEN",113246,72517,10561,7,1,"M","INC",26168,"PRAFULLA KUMAR MISHRA","H",0.640349328011585,0.145634816663679
"6725",181,"PARBATTA","GEN",119625,70956,1924,8,1,"M","INC",13974,"SHIVA KANT MISHRA","H",0.593153605015674,0.0271153954563391
"6733",182,"CHAUTHAM","GEN",110133,59541,5340,7,1,"M","INC",21580,"GHANSHYAM SINGH","H",0.540628149600937,0.0896860986547085
"6740",183,"ALAULI","SC",96718,56025,6807,4,1,"M","INC",29999,"MISHRI SADA","H",0.57926135776174,0.121499330655957
"6744",184,"KHAGARIA","GEN",106375,69066,3393,5,1,"M","BJS",22920,"RAM SARAN YADAV","H",0.649269095182139,0.0491269220745374
"6749",185,"BALIA","GEN",122210,64957,4803,10,1,"M","BJS",19633,"CHANDRA CHUR DEV","H",0.531519515587922,0.0739412226549871
"6759",186,"BEGUSARAI","GEN",109715,65042,10116,7,1,"M","CPI",21887,"BHOLA SINGH","H",0.592826869616734,0.155530272746841
"6766",187,"BAKHRI","SC",103181,45723,5244,5,1,"M","CPI",21883,"RAMCHANDRA PASWAN","H",0.443133910312945,0.114690637097303
