"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"3711",29,"MAIRWA","SC",89155,30373,829,7,1,"M","INC",9445,"RAM BASAWAN RAM","H",0.340676350176659,0.0272939782043262
"3718",30,"DARAULI","GEN",89657,47680,1190,5,1,"M","SSP",13985,"LACHHUMAN RAUT","H",0.531804543984296,0.0249580536912752
"3723",31,"RAGHUNATHPUR","GEN",100502,47674,6603,6,1,"M","INC",18142,"RAMA NAND YADAV","H",0.474358719229468,0.138503167344884
"3729",32,"MAHARAJGANJ","GEN",107222,58740,27454,5,1,"M","BKD",38325,"MAHAMAYA PRASAD SINHA","H",0.547835332301207,0.467381681988424
"3734",33,"BARHARIA","GEN",90463,42285,1471,7,1,"M","BJS",12278,"RAMRAJ SINGH","H",0.467428672495938,0.0347877497930708
"3741",34,"GORIYAKOTHI","GEN",95490,60864,5893,4,1,"M","LTC",29790,"KRISHNAKANT SINGH","H",0.637386113729186,0.0968224237644585
"3745",35,"BAIKUNTHPUR","GEN",102346,56833,3800,4,1,"M","INC",28976,"SHEOVACHAN TRIVEDI","H",0.555302600980986,0.0668625622437668
"3749",36,"BARAULI","GEN",98392,46946,3239,5,1,"M","CPI",13741,"BIJUL SINGH","H",0.477132287177819,0.068994163507008
"3754",37,"MANJHI","GEN",107606,52929,472,6,1,"M","INC",22613,"RAMESHWAR DUTT SHARMA","H",0.491877776332175,0.00891760660507472
"3760",38,"BANIAPUR","GEN",95637,48145,2245,4,1,"M","SSP",22770,"RAMANAND MISHRA","H",0.503413950667629,0.0466299719597051
"3764",39,"MASRAKH","GEN",96369,53789,2635,9,1,"M","PSP",18192,"KASHINATH ROY","H",0.558156668638255,0.0489877112420755
"3773",40,"TARAIYA","GEN",94610,45444,817,7,1,"M","JAP",13926,"PRABHU NARAYAN SINGH","H",0.480329774865236,0.0179781709356571
"3780",41,"MARHAURA","GEN",93614,50567,4594,10,1,"M","INC",15566,"BHISHMA PRASAD YADAV","H",0.540164932595552,0.0908497636798703
"3790",42,"JALALPUR","GEN",105669,50789,10128,8,1,"M","INC",20235,"KUMAR KALIKA SINGH","H",0.480642383291221,0.199413258776507
"3798",43,"CHAPRA","GEN",99094,59370,1009,6,1,"M","PSP",18747,"JANAK YADAV","H",0.599128100591358,0.0169951153781371
"3804",44,"GARKHA","SC",102196,38555,8536,4,1,"M","INC",21738,"JAGLAL CHAUDHARI","H",0.377265255000196,0.221398002853067
"3808",45,"PARSA","GEN",97469,70522,7793,8,1,"M","INC",36970,"DAROGA PRASAD RAI","H",0.723532610368425,0.110504523411134
"3816",46,"SONEPUR","GEN",101545,64874,12412,8,1,"M","INC",29331,"RAMJAIPAL SINGH YADAV","H",0.638869466738884,0.191324721768351
"3824",47,"HAJIPUR","GEN",103918,67720,14576,10,1,"M","SHD",26517,"MOTILAL SINHA KANAN","H",0.651667661040436,0.215239220318960
"3834",48,"RAGHOPUR_1","GEN",95901,70115,1531,6,1,"M","INC",23116,"RAM BRIKSH RAI","H",0.731118549337337,0.0218355558724952
"3840",49,"MAHNAR","GEN",96792,71532,1040,5,1,"M","INC",23540,"BRAJ KISHORE RAI","H",0.739028018844533,0.0145389476038696
"3845",50,"JANDAHA","GEN",104329,74168,9270,10,1,"M","SSP",26306,"TULSI DAS MEHTA","H",0.71090492576369,0.124986517096322
"3855",51,"PATEPUR","GEN",100541,49012,15192,7,1,"M","SSP",28251,"PALTAN RAM","H",0.487482718492953,0.309964906553497
"3862",52,"GORAUL","GEN",102032,61605,7180,6,1,"M","SSP",23045,"BACHHAN SHARMA","H",0.603781166692802,0.116548981413846
"3868",53,"VAISHALI","GEN",93399,58178,1200,5,1,"M","LTC",21379,"LALITESHWAR PRASAD SHAHI","H",0.622897461428923,0.0206263536044553
"3873",54,"LALGANJ","GEN",98104,58917,2635,8,1,"M","LTC",21434,"DEEP NARAIN SINGH","H",0.600556552230286,0.0447239336693993
"3881",55,"PARU","GEN",107626,84001,7717,4,1,"M","INC",44262,"BIRENDRA KUMAR SINGH","H",0.780489844461375,0.0918679539529291
"3885",56,"SAHEBGANJ","GEN",104511,62393,5235,4,1,"M","IND",32073,"YADUNANDAN SINGH","H",0.596999358919157,0.0839036430368791
"3889",57,"BARURAJ","GEN",104022,60499,8163,5,1,"M","INC",23185,"RAMCHANDRA PRASAD SHAHI","H",0.581598123473881,0.134927850047108
"3894",58,"KANTI","GEN",92157,48998,12406,6,1,"M","LTC",24589,"HARIHAR PRASAD SHAHI","H",0.531679633668631,0.253194007918691
"3900",59,"KURHANI","GEN",95294,66248,25993,5,1,"M","PSP",44151,"SADHU SARAN SHAHI","H",0.695195919994963,0.392359014611762
"3905",60,"SAKRA","SC",99032,50082,7295,5,1,"M","SSP",23331,"NEWA LAL MAHTO","H",0.505715324339607,0.145661115770137
"3910",61,"MUZAFFARPUR","GEN",94629,59194,1208,8,1,"M","CPI",20830,"RAMDEO SHARMA","H",0.625537625886356,0.0204074737304457
"3918",62,"BOCHAHA","SC",84710,39049,7668,5,1,"M","SSP",19042,"SITARAM RAJAK","H",0.460972730492268,0.196368665010628
"3923",63,"GAIGHATTI","GEN",97233,63486,8519,7,1,"M","INC",24800,"NITISHWAR PRASAD SINGH","H",0.652926475579279,0.134187064864695
"3930",64,"AURAI","GEN",102053,63780,210,6,1,"M","SSP",16590,"PANDAV RAI","H",0.624969378656188,0.00329256820319849
"3936",65,"MINAPUR","GEN",108954,75301,925,6,1,"M","INC",33903,"JANAK SINGH","H",0.691126530462397,0.0122840334125709
"3942",66,"RUNISAIDPUR","GEN",100310,72800,1712,2,1,"M","SSP",36619,"BHUNESHWAR RAI","H",0.725750174459177,0.0235164835164835
"3944",67,"SITAMARHI","GEN",101166,59734,992,9,1,"M","SSP",14601,"SHYAM SUNDAR DAS","H",0.590455291303402,0.0166069575116349
"3953",68,"BATHNAHA","GEN",103051,66520,5912,6,1,"M","INC",25581,"RAM BAHADUR SINGH","H",0.645505623429176,0.0888755261575466
"3959",69,"BELSAND","GEN",98177,63211,2917,6,1,"M","PSP",25062,"RAMANAND SINGH","H",0.643847336952647,0.0461470313711221
"3965",70,"SHEOHAR","GEN",96096,61100,3613,5,1,"M","BKD",22828,"THAKUR GIRIJANANDAN SINGH","H",0.635822510822511,0.0591325695581015
"3970",71,"MAJORGANJ","SC",90201,44131,8556,4,1,"M","SSP",19307,"RAMBRIKSH RAM","H",0.489251782131018,0.193877319797875
"3974",72,"SONBARSA","GEN",100845,70853,4093,5,1,"M","INC",24846,"RAJNANDAN RAI","H",0.702593088402995,0.057767490437949
"3979",73,"SURSAND","GEN",101436,61079,7447,5,1,"M","INC",29818,"RAM CHARIT RAI YADAV","H",0.602143223313222,0.121924065554446
"3984",74,"PUPRI","GEN",108607,84699,27395,3,1,"M","BJS",51989,"RAMBRIKSH CHAUDHARI","H",0.779866859410535,0.323439473901699
"3987",75,"BENIPATTI","GEN",98307,60764,2344,3,1,"M","SSP",21396,"BAIDYANATH JHA","H",0.61810450934318,0.0385754723191363
"3990",76,"BISFI","GEN",105681,64538,1258,4,1,"M","CPI",21812,"RAJ KUMAR PURBEY","H",0.610686878436048,0.0194923920790852
"3994",77,"HARLAKHI","GEN",91826,52513,4925,5,1,"M","INC",25949,"SHAKOOR AHMAD","M",0.571875068063511,0.0937863005351056
"3999",78,"KHAJAULI","GEN",88037,53499,5187,5,1,"M","PSP",22093,"NARMADESHWAR SINGH AZAD","H",0.607687676772266,0.0969550832725845
"4004",79,"JAINAGAR","SC",88021,37048,9628,4,1,"M","INC",17427,"RAMPHAL PASWAN","H",0.420899558060008,0.259879075793565
"4008",80,"MADHUBANI","GEN",96163,66821,21841,6,1,"M","PSP",39446,"SURAJ NARAIN SINGH","H",0.694872248161975,0.326858322982296
"4014",81,"JHANJHARPUR","GEN",89431,50074,8665,5,1,"M","SSP",22508,"RAMPHAL CHAUDHARI","H",0.559917701915443,0.173043895035348
"4019",82,"RAJNAGAR","SC",97678,48218,1843,5,1,"M","INC",15484,"BILAT PASWAN","H",0.493642375970024,0.0382222406570161
"4024",83,"PHULPARAS","GEN",97248,66380,8676,5,1,"M","SSP",31711,"DHANIK LAL MANDAL","H",0.682584731819677,0.130702018680325
"4029",84,"LAUKAHA","GEN",86316,49246,478,5,1,"M","CPI",14200,"PRAYAG LAL YADAV","H",0.570531535288938,0.0097063720911343
"4034",85,"MADHEPUR","GEN",90658,66488,15734,5,1,"M","INC",36651,"RADHANANDAN JHA","H",0.73339363321494,0.236644206473349
"4039",86,"BIRAUL","GEN",102739,62099,4042,7,1,"M","SHD",19668,"MAHABIR PRASAD","H",0.604434538004069,0.0650896149696452
"4046",87,"BAHERI","GEN",98365,61612,424,7,1,"M","SWA",18336,"TEJNARAYAN YADAV","H",0.626361002389061,0.00688177627734857
"4053",88,"MANIGACHHI","GEN",108549,65538,787,4,1,"M","INC",19160,"NAGENDRA JHA","H",0.603764198656828,0.012008300527938
"4057",89,"BENIPUR","GEN",95632,56051,13155,3,1,"M","LTC",28691,"HARINATH MISHRA","H",0.586111343483353,0.234696972400136
"4060",90,"DARBHANGA","GEN",115199,75681,5609,7,1,"M","CPI",28996,"RAMA BALLABH JALAN","H",0.656958827767602,0.074113714142255
"4067",91,"KEOTIRANWAY","GEN",102509,62366,2677,8,1,"M","SSP",16203,"HUKUMDEO NARAYAN YADAV","H",0.608395360407379,0.0429240291184299
"4075",92,"JALE","GEN",104063,62535,10650,6,1,"M","BJS",30185,"TEJ NARAYAN RAUT","H",0.600934049566128,0.170304629407532
"4081",93,"HAYAGHAT","SC",100443,46434,1591,4,1,"M","INC",15894,"BALESHWAR RAM","H",0.462292046235178,0.0342636860920877
"4085",94,"KALYANPUR","GEN",84158,51705,3175,6,1,"M","SSP",21336,"BRAHMADEO NARAYAN SINGH","H",0.614380094583997,0.0614060535731554
"4091",95,"WARISNAGAR","SC",81336,45542,6293,4,1,"M","SSP",23846,"RAMSEWAK HAZARI","H",0.559924264778204,0.138180141407931
"4095",96,"SAMASTIPUR","GEN",86194,49399,5161,5,1,"M","SSP",17193,"RAJENDRA NARAYAN SHARMA","H",0.573114137875026,0.104475799105245
"4100",97,"TAJPUR","GEN",89552,53622,13485,4,1,"M","SSP",31611,"KARPOORI THAKUR","H",0.598780596748258,0.251482600425199
"4104",98,"MOHIUDDINNAGAR","GEN",95434,64219,7243,5,1,"M","IND",22322,"KAPILDEO NARAIN SINGH","H",0.672915313200746,0.112785935626528
"4109",99,"DALSINGHSARAI","GEN",86239,48353,2506,6,1,"M","SWA",15462,"YASHWANT KUMAR CHAUDHARI","H",0.560686000533401,0.051827187558166
"4115",100,"SARAIRANJAN","GEN",90904,49620,9809,4,1,"M","SSP",24952,"RAM VILAS MISHRA","H",0.545850567631787,0.197682386134623
"4119",101,"BIBHUTPUR","GEN",90000,53284,4239,9,1,"M","SSP",17098,"GANGA PRASAD SHRIVASTAVA","H",0.592044444444444,0.0795548382253585
"4128",102,"ROSERA","GEN",90181,60539,612,4,1,"M","INC",23416,"SAHDEO MAHTO","H",0.671305485634446,0.0101091858141033
"4132",103,"HASANPUR","GEN",88348,51754,9595,9,1,"M","SSP",17180,"GAJENDRA PRASAD HIMANSHU","H",0.585797075202608,0.185396297870696
"4141",104,"SINGHIA","SC",84279,41418,2335,4,1,"M","INC",16929,"RAMESHWAR SAHU","H",0.491439148542341,0.0563764546815394
"4145",105,"RAGHOPUR_2","GEN",85477,49252,9653,5,1,"M","INC",24365,"BAIDYA NATH MEHTA","H",0.576201785275571,0.195992040932348
"4150",106,"KISHUNPUR","GEN",104966,63041,5734,8,1,"M","INC",30086,"BHUSHAN PRASAD GUPTA","H",0.60058495131757,0.0909566789866912
"4158",107,"SUPAUL","GEN",76666,43514,8286,7,1,"M","INC",16962,"UMA SHANKAR SINGH","H",0.567578848511726,0.190421473548743
"4165",108,"TRIBENIGANJ","GEN",83080,49785,2624,4,1,"M","SSP",19178,"ANUP LAL YADAV","H",0.599241694752046,0.0527066385457467
"4169",109,"CHHATAPUR","SC",77054,26788,385,4,1,"M","SSP",11768,"KUMBH NARAYAN SARDAR","H",0.347652295792561,0.0143721069135434
"4173",110,"KUMARKHAND","GEN",82795,45162,7089,3,1,"M","INC",24568,"RAMKRISHNA YADAV","H",0.545467721480766,0.156968247641823
"4176",111,"SIMRI BAKHTIARPUR","GEN",97420,69759,7088,4,1,"M","SSP",35836,"RAM CHANDRA PRASAD","H",0.716064463149251,0.101606961108961
"4180",112,"MAHISHI","GEN",95083,60762,15372,5,1,"M","INC",34946,"LAHTAN CHAUDHARI","H",0.639041679374862,0.252987064283598
"4185",113,"SAHARSA","GEN",107952,69949,3409,5,1,"M","INC",28016,"RAMESH JHA","H",0.647963909885875,0.0487355072981744
"4190",114,"SONBARSA (SC)","SC",99708,48849,7869,4,1,"M","SSP",24083,"JAGESHWAR MAZRA","H",0.489920568058732,0.161088251550697
"4194",115,"MADHEPURA","GEN",95760,51752,7232,5,1,"M","INC",19464,"BHOLI PRASAD MANDAL","H",0.540434419381788,0.139743391559746
"4199",116,"MURLIGANJ","GEN",104726,59803,1829,13,1,"M","INC",9664,"KAMLESHWARI PRASAD YADAV","H",0.571042530030747,0.0305837499790980
"4212",117,"ALAMNAGAR","GEN",100245,62616,5853,6,1,"M","INC",24246,"VIDYAKAR KAVI","H",0.624629657339518,0.0934745113070142
"4218",118,"RUPAULI","GEN",93150,53675,1278,12,1,"M","INC",16898,"ANANDI PRASAD SINGH","H",0.576221148684917,0.0238099673963670
"4230",119,"DHAMDAHA","GEN",86715,46203,1173,7,1,"M","SSP",10481,"KALIKA PRASAD SINGH","H",0.532814391973707,0.025387961820661
"4237",120,"BANMANKHI","SC",87103,35933,6971,6,1,"M","INC",15334,"RASIK LAL RISHIDEV","H",0.412534585490741,0.193999944340857
"4243",121,"KASBA","GEN",85492,44375,1030,10,1,"M","INC",10087,"RAM NARAIN MANDAL","H",0.519054414448135,0.0232112676056338
"4253",122,"RANIGANJ","SC",78007,33224,8306,5,1,"M","INC",17109,"DUMAR LAL BAITHA","H",0.425910495211968,0.25
"4258",123,"NARPATGANJ","GEN",86848,47918,3033,6,1,"M","INC",17508,"SATYA NARAYAN YADAV","H",0.551745578481945,0.0632956300346425
"4264",124,"FORBESGANJ","GEN",86634,49322,9619,4,1,"M","INC",24843,"SARYU MISHRA","H",0.569314587806173,0.195024532662909
"4268",125,"ARARIA","GEN",83058,48048,2749,7,1,"M","INC",15170,"SHITAL PRASAD GUPTA","H",0.578487322112259,0.0572136197136197
"4275",126,"PALASI","GEN",88673,52022,4189,7,1,"M","IND",18889,"MOHAMMAD AZIMUDDIN","M",0.586672380544247,0.080523624620353
"4282",127,"BAHADURGANJ","GEN",78091,34772,12068,2,1,"M","INC",22848,"NAZAMUDDIN","M",0.44527538384705,0.347060853560336
"4284",128,"THAKURGANJ","GEN",80246,31047,13724,6,1,"M","INC",19256,"MOHAMMAD HUSAIN AZAD","M",0.386897789297909,0.442039488517409
"4290",129,"KISHANGANJ","GEN",78966,38487,9677,7,1,"M","INC",17999,"RAFIQ ALAM","M",0.487386976673505,0.251435549666121
"4297",130,"JOKIHAT","GEN",82657,48484,8582,6,1,"M","INC",18747,"TASLIMUDDIN","M",0.586568590681975,0.177006847619833
"4303",131,"AMOUR","GEN",85540,43922,11759,3,1,"M","PSP",22010,"HASIBUR RAHMAN","M",0.51346738368015,0.267724602704795
"4306",132,"PURNIA","GEN",87869,49580,3751,5,1,"M","INC",18360,"KAMAL DEO NARAYAN SINHA","H",0.56424905256689,0.0756555062525212
"4311",133,"KATIHAR","GEN",96696,58551,1320,8,1,"M","LTC",13085,"SATYANARAIN BISHWAS","H",0.605516257135766,0.0225444484295742
"4319",134,"BARSOI","GEN",75961,39824,2295,6,1,"M","IND",18552,"SOHAN LAL JAIN","H",0.524269032793144,0.0576285656890317
"4325",135,"AZAMNAGAR","GEN",89094,39221,8152,4,1,"M","INC",16148,"ABOO ZAFAR","M",0.440220441331627,0.207847836618138
"4329",136,"KORHA","SC",85153,39877,15733,3,1,"M","LTC",25241,"BHOLA PASWAN SHASTRI","H",0.468298239639238,0.394538204980314
"4332",137,"BARARI","GEN",84003,39917,4166,8,1,"M","CPM",11783,"SAKUR","",0.47518541004488,0.104366560613273
"4340",138,"MANIHARI","GEN",88577,39054,2629,7,1,"M","PSP",14698,"YUVRAJ","H",0.4409045237477,0.0673170481896861
"4347",139,"RAJMAHAL","GEN",82859,40040,1717,12,1,"M","BJS",12237,"OM PRAKASH RAI","H",0.483230548280814,0.0428821178821179
"4359",140,"BORIO","ST",86653,22857,2417,9,1,"M","PHJ",7302,"SET HEMBROM","H",0.263776210864021,0.105744410902568
"4368",141,"BARHAIT","ST",78087,20734,4772,9,1,"M","PHJ",9890,"MASHIH SOREN","H",0.265524351044348,0.230153371274236
"4377",142,"LITIPARA","ST",73289,19556,2494,10,1,"M","PHJ",6270,"SOM MURMU","H",0.266834040579077,0.127531192472898
"4387",143,"PAKPURA","GEN",75285,35490,945,8,1,"M","INC",15229,"SYED MOHAMMAD ZAFAR ALI","M",0.471408647140865,0.0266272189349112
"4395",144,"MAHESHPUR","ST",77590,24864,37,7,1,"M","PHJ",8427,"KALESHWAR HEMBROM","H",0.320453666709628,0.00148809523809524
"4402",145,"SIKARIPARA","ST",88355,29517,1173,10,1,"M","IND",10730,"CHANDRA MURMU","H",0.334072774602456,0.039739810956398
"4412",146,"NALA","GEN",88032,28973,2022,7,1,"M","CPI",12831,"BISHESHWAR KHAN","M",0.329118956743003,0.0697891140026922
"4419",147,"JAMTARA","GEN",77424,31876,4301,7,1,"M","INC",14007,"KALI PRASAD SINGH","H",0.411706964248812,0.134929100263521
"4426",148,"SARATH","GEN",85034,40621,2554,8,1,"M","PSP",14236,"KAMDEO PRASAD SINGH","H",0.477703036432486,0.0628738829669383
"4434",149,"MADHUPUR","GEN",95139,47307,5584,12,1,"M","INC",17401,"BHANGESHWAR PRASAD RAI","H",0.49724087913474,0.118037499735768
"4446",150,"DEOGHAR","SC",88647,35380,9205,4,1,"M","INC",18877,"BAIDYANATH DAS","H",0.399111081029251,0.260175240248728
"4450",151,"JARMUNDI","GEN",94053,44933,1683,7,1,"M","INC",15342,"SRIKANT JHA","H",0.477741273537261,0.0374557674760198
"4457",152,"DUMKA","ST",80961,30929,3448,8,1,"M","INC",11115,"PAIKA MURMU","H",0.382023443386322,0.111481134210611
"4465",153,"JAMA","ST",76596,22636,701,7,1,"M","INC",7416,"MADAN BESRA","H",0.295524570473654,0.0309683689697826
"4472",154,"POREYAHAT","ST",88327,31175,3179,5,1,"M","PHJ",11209,"EDWARD MARANDI","H",0.352949834139051,0.101972734562951
"4477",155,"GODDA","GEN",95671,46938,4193,7,1,"M","SSP",15940,"HEMANT KUMAR JHA","H",0.490618891827199,0.0893306063317568
"4484",156,"MAHAGAMA","GEN",96421,56059,2315,6,1,"M","CPI",20086,"SYED AHMAD","M",0.581398243121312,0.0412957776628195
"4490",157,"PIRPAINTI","GEN",97238,60772,4115,5,1,"M","CPI",24933,"AMBIKA PRASAD","H",0.624982002920669,0.0677121042585401
"4495",158,"COLGONG","GEN",104141,61397,1840,7,1,"M","INC",24113,"SADANAND SINGH","H",0.589556466713398,0.0299688909881590
"4502",159,"NATHNAGAR","GEN",96892,54017,4536,8,1,"M","BJS",20594,"CHUNCHUN PRASAD YADAV","H",0.55749700697684,0.0839735638780384
"4510",160,"BHAGALPUR","GEN",85215,53323,13106,8,1,"M","BJS",25693,"VIJAY KUMAR MITRA","H",0.625746640849616,0.245785120867168
"4518",161,"GOPALPUR","GEN",86197,57323,9673,6,1,"M","INC",27935,"MADAN PRASAD SINGH","H",0.665023144657007,0.168745529717565
"4524",162,"BIHPUR","GEN",97845,71599,3153,8,1,"M","CPI",23361,"PRABHU NARAIN ROY","H",0.731759415401911,0.0440369278900543
"4532",163,"SULTANGANJ_1","GEN",106456,64748,707,6,1,"M","INC",21262,"RAMRACHHA PRASAD YADAV","H",0.60821372210115,0.0109192561932415
"4538",164,"AMARPUR","GEN",97036,61430,159,6,1,"M","SSP",15734,"SUKH NARAIN SINGH","H",0.63306401747805,0.00258831189972326
"4544",165,"DHURAIYA","SC",90995,48264,1477,6,1,"M","IND",18063,"RAM CHANDRA BHANU","H",0.530402769382933,0.0306025194762142
"4550",166,"BANKA","GEN",80865,46287,9224,7,1,"M","INC",21225,"THAKUR KAMAKHYA PRASAD SINGH","H",0.572398441847524,0.199278415105753
"4557",167,"BELHAR","GEN",93767,48744,1853,10,1,"M","SSP",11529,"CHATURBHUJ PRASAD SINGH","H",0.51984173536532,0.0380149351715083
"4567",168,"SULTANGANJ_2","GEN",81953,34410,200,8,1,"M","INC",8835,"SURESH PRASAD YADAV","H",0.419874806291411,0.00581226387678
"4575",169,"CHAKAI","GEN",89228,37093,4249,6,1,"M","SSP",15389,"SRIKRISHNA SINGH","H",0.415710315147712,0.114549915078317
"4581",170,"JHAJHA","GEN",86293,46910,9490,6,1,"M","INC",24162,"CHANDRA SHEKHAR SINGH","H",0.543613039296351,0.202302280963547
"4587",171,"JAMUI","GEN",105839,59105,8943,6,1,"M","PSP",21166,"TRIPURAM PRASAD SINGH","H",0.558442540084468,0.151306996024025
"4593",172,"SIKANDRA","SC",107071,55256,4733,6,1,"M","INC",24213,"RAMESHWAR PASWAN","H",0.516068776792969,0.085655856377588
"4599",173,"SHEIKHPURA","SC",95690,53750,8823,8,1,"M","CPI",26649,"LOKHNATH MOCHI","H",0.561709687532657,0.164148837209302
"4607",174,"BARBIGHA","GEN",98776,67173,14344,7,1,"M","IND",28524,"SHIV SHANKAR SINGH","H",0.680053859237062,0.213538177541572
"4614",175,"BARAHIYA","GEN",104650,67555,1704,6,1,"M","INC",25680,"SIDHESHWAR SINGH","H",0.645532728141424,0.0252238916438458
"4620",176,"SURYAGARHA","GEN",104972,68680,2714,9,1,"F","CPI",23065,"SUNAINA DEVI","H",0.65426971001791,0.0395165987186954
"4629",177,"JAMALPUR","GEN",89092,60340,103,7,1,"M","CPI",15880,"RAM BALAK SINGH","H",0.677277421092803,0.00170699370235333
"4636",178,"TARAPUR","GEN",93444,58391,4219,9,1,"M","SHD",16413,"TARINI PRASAD SINGH","H",0.6248769316382,0.0722542857632169
"4645",179,"KHARAGPUR","GEN",87752,53546,418,6,1,"M","SSP",20322,"SHAMSHERJANG BAHADUR SINGH","H",0.61019691858875,0.007806372091286
"4651",180,"MONGHYR","GEN",102094,67453,2552,8,1,"M","BJS",19352,"RABISHCHANDRA VERMA","H",0.660695045742159,0.0378337509080397
"4659",181,"PARBATTA","GEN",110392,82861,4274,6,1,"M","INC",33365,"JAGDAMBI PRASAD MANDAL","H",0.750606928038264,0.051580357466118
"4665",182,"CHAUTHAM","GEN",97707,61530,11597,7,1,"M","SSP",25202,"JAGDAMBI MANDAL","H",0.62973993674967,0.188477165610271
"4672",183,"ALAULI","SC",84287,45749,906,5,1,"M","SSP",20330,"RAM VILAS PASWAN","H",0.542776466121703,0.0198037115565368
"4677",184,"KHAGARIA","GEN",94387,63264,4292,9,1,"M","SSP",27755,"RAM BAHADUR AZAD","H",0.670261794526789,0.0678426909458776
"4686",185,"BALIA","GEN",104604,58409,271,7,1,"M","INC",16186,"JAMALUDDIN","",0.558382088639058,0.00463969593726994
"4693",186,"BEGUSARAI","GEN",98236,60364,754,7,1,"M","INC",24589,"SARJU PRASAD SINGH","H",0.61447941691437,0.0124908886091048
