"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"7692",1,"DHANAHA","GEN",86882,34426,124,2,1,"M","INC",16870,"HARDEO PRASAD","H",0.396238576460026,0.00360192877476326
"7694",2,"BAGAHA","SC",109756,54037,13233,3,1,"M","INC",32058,"NARSINGH BAITHA","H",0.492337548744488,0.244887762088939
"7697",3,"RAMNAGAR","GEN",103565,51341,14915,8,1,"M","INC",27235,"ARJUN VIKRAM SHAH","H",0.495736976777869,0.290508560409809
"7705",4,"SHIKARPUR","SC",101206,41671,8634,7,1,"M","INC",19389,"SITARAM PRASAD","H",0.411744362982432,0.207194451777015
"7712",5,"SIKTA","GEN",104443,49241,18907,8,1,"M","INC",28324,"FAIYAZUL AZAM","M",0.471462903210364,0.383968644016165
"7720",6,"LAURIYA","GEN",96769,46156,8394,9,1,"M","INC",14873,"BISHWA MOHAN SHARMA","H",0.476970930773285,0.181861513129387
"7729",7,"CHANPATIA","GEN",98878,43754,921,6,1,"M","JNP",20227,"VEER SINGH","H",0.442504905034487,0.0210495040453444
"7735",8,"BETTIAH","GEN",120301,58003,3816,8,1,"M","INC",28693,"GAURISHANKAR PANDEY","H",0.482148943067805,0.065789700532731
"7743",9,"NAUTAN","GEN",99137,46875,15041,4,1,"M","INC",29493,"KEDAR PANDEY","H",0.47283052745191,0.320874666666667
"7747",10,"RAXAUL","GEN",99064,53023,3586,9,1,"M","INC",22565,"SAGIR AHMAD","M",0.53523984494872,0.0676310280444335
"7756",11,"SUGAULI","GEN",106413,57232,96,8,1,"M","CPM",13030,"RAMASHRAYA SINGH","H",0.537829024649244,0.00167738328207996
"7764",12,"MOTIHARI","GEN",118428,52683,15453,3,1,"F","INC",29282,"PRABHAVATI GUPTA","H",0.444852568649306,0.293320425943853
"7767",13,"ADAPUR","GEN",117979,53788,2793,12,1,"M","INC",14784,"RAMPRIT RAI","H",0.455911645292806,0.0519260801665799
"7779",14,"DHAKA","GEN",127206,76632,11884,5,1,"M","JNP",33686,"SIYARAM THAKUR","H",0.602424413942739,0.155078818248251
"7784",15,"GHORASAHAN","GEN",109810,59769,175,7,1,"M","INC",21335,"RAJENDRA PRATAP SINGH","H",0.544294690829615,0.00292793923271261
"7791",16,"MADHUBAN","GEN",116085,61117,3825,12,1,"M","INC",16962,"RUPLAL RAI","H",0.526484903303614,0.0625848781844659
"7803",17,"PIPRA","SC",98914,39231,4636,7,1,"M","CPI",20127,"TULSI RAM","H",0.396617263481408,0.118171853891056
"7810",18,"KESARIA","GEN",110788,56897,6382,4,1,"M","CPI",30560,"PITAMBER SINGH","H",0.513566451240207,0.112167601103749
"7814",19,"HARSIDHI","GEN",97442,61871,1883,4,1,"M","JNP",22172,"YUGAL KISHORE PRASAD SINGH","H",0.634952074054309,0.0304342907016211
"7818",20,"GOVINDGANJ","GEN",117505,71305,14956,3,1,"M","INC",42186,"RAMASHANKER PANDEY","H",0.606825241479086,0.209746862071383
"7821",21,"KATEYA","GEN",112635,68127,15649,6,1,"M","INC",39695,"NAGINA RAI","H",0.604847516313757,0.229703348158586
"7827",22,"BHORE","SC",118556,42378,17443,6,1,"M","JNP",26150,"YAMUNA RAI","H",0.357451331016566,0.411605078106565
"7833",23,"MIRGANJ","GEN",108909,52227,5073,9,1,"M","JNP",21965,"BHAVESH CHANDRA PRASAD","H",0.479547144864061,0.097133666494342
"7842",24,"GOPALGANJ","GEN",109027,55399,3959,10,1,"F","JNP",16791,"RADHIKA DEVI","H",0.508121841378741,0.0714633838155923
"7852",25,"BARAULI","GEN",110556,53881,6350,5,1,"M","INC",28702,"ABDUL GHAFOOR","M",0.48736386989399,0.117852304151742
"7857",26,"BAIKUNTHPUR","GEN",115644,57941,20508,4,1,"M","JNP",36146,"BRAJKISHORE NARAIN SINGH","H",0.501029020096157,0.353946255673875
"7861",27,"BASANTPUR","GEN",121528,69443,3581,10,1,"M","JNP",32277,"VIDYABHUSHAN SINGH","H",0.571415640839971,0.0515674726034301
"7871",28,"GORIYAKOTHI","GEN",107764,61824,9941,7,1,"M","INC",32377,"KRISHNA KANT SINGH","H",0.573698080991797,0.160795160455487
"7878",29,"SIWAN","GEN",114046,56288,8112,10,1,"M","JNP",21981,"GULAM SARWAR","M",0.493555232099328,0.144115974985787
"7888",30,"MAIRWA","SC",100922,46567,26890,7,1,"M","JNP",34688,"PHULCHAND RAM","H",0.461415746814371,0.577447548693281
"7895",31,"DARAULI","GEN",106547,48660,5594,7,1,"M","INC",20925,"KRISHNA PRATAP SINGH","H",0.456699860155612,0.114960953555282
"7902",32,"ZIRADEI","GEN",104558,45476,1032,10,1,"M","INC",15947,"RAJA RAM CHAUDHARI","H",0.434935633810899,0.0226932887677016
"7912",33,"MAHARAJGANJ","GEN",112320,64157,26480,11,1,"M","JNP",37657,"UMASHANKAR SINGH","H",0.571198361823362,0.412737503312187
"7923",34,"RAGHUNATHPUR","GEN",119778,51140,13359,15,1,"M","JNP",26111,"VIKRAM KUNWAR","H",0.426956536258745,0.261224090731326
"7938",35,"MANJHI","GEN",112103,71118,33445,2,1,"M","JNP",51897,"RAM BAHADUR SINGH","H",0.63439872260332,0.470274754633145
"7940",36,"BANIAPUR","GEN",105938,52006,22807,6,1,"M","JNP",33336,"RAMAKANT PANDEY","H",0.49090977741698,0.438545552436257
"7946",37,"MASRAKH","GEN",115677,55945,26066,6,1,"M","JNP",35191,"KRISHANDEO NARAYAN SINGH","H",0.483631145344364,0.465921887568147
"7952",38,"TARAIYA","GEN",100293,50784,30136,6,1,"M","JNP",39195,"DHARAMMATH SINGH","H",0.506356375818851,0.593415248897290
"7958",39,"MARHAURA","GEN",110811,59724,11193,9,1,"M","JNP",26101,"SURAJ SINGH","H",0.538971762731137,0.187412095639944
"7967",40,"JALALPUR","GEN",115287,58270,23388,7,1,"M","JNP",34161,"BAMESHWAR SINGH","H",0.505434264054056,0.401372919169384
"7974",41,"CHAPRA","GEN",116114,64367,17887,11,1,"M","JNP",32865,"MITHILESH KUMAR SINGH","H",0.554343145529394,0.277890844687495
"7985",42,"GARKHA","SC",108059,49522,23587,5,1,"M","JNP",35481,"MUNESHWAR CHAUDHARI","H",0.458286676722901,0.476293364565244
"7990",43,"PARSA","GEN",114123,66472,12780,5,1,"M","JNP",35486,"RAMANAND PRASAD YADAV","H",0.582459276394767,0.192261403297629
"7995",44,"SONEPUR","GEN",109860,67614,25336,6,1,"M","JNP",40747,"RAM SUNDAR DAS","H",0.615456034953577,0.37471529564883
"8001",45,"HAJIPUR","GEN",112187,57792,26238,9,1,"M","JNP",39392,"JAGANNATH PRASAD YADAV","H",0.51513990034496,0.454007475083056
"8010",46,"RAGHOPUR_1","GEN",120546,69498,25892,7,1,"M","JNP",40503,"BABU LAL SHASTRI","H",0.57652680304614,0.372557483668595
"8017",47,"MAHNAR","GEN",118037,75175,35910,6,1,"M","JNP",53789,"MUNESHWAR PRASAD SINGH","H",0.636876572600117,0.477685400731626
"8023",48,"JANDAHA","GEN",118777,57710,15947,9,1,"M","JNP",28286,"MUNSHILAL RAI","H",0.485868476220144,0.276329925489517
"8032",49,"PATEPUR","SC",106586,36727,21521,3,1,"M","JNP",28546,"PALTAN RAM","H",0.344576210759387,0.585972173060691
"8035",50,"MAHUA","SC",107913,46093,32441,9,1,"M","JNP",37991,"PHUDENI PRASAD","H",0.427131114879579,0.703816197687284
"8044",51,"LALGANJ","GEN",110655,50938,23067,12,1,"M","JNP",29657,"ARUN KUMAR SINHA","H",0.460331661470336,0.452844634653893
"8056",52,"VAISHALI","GEN",113500,51844,22313,12,1,"M","JNP",33788,"NAGENDRA PRASAD SINGH","H",0.456775330396476,0.430387315793534
"8068",53,"PARU","GEN",120845,54756,18841,9,1,"M","JNP",30049,"SHYAM KUMAR PRASAD SINGH","H",0.453109354958832,0.344090145372197
"8077",54,"SAHEBGANJ","GEN",113479,46108,16384,5,1,"M","CPM",28796,"BHAGYA NARAIN RAI","H",0.406313062328713,0.355339637373124
"8082",55,"BARURAJ","GEN",116552,55590,3409,8,1,"M","CPI",15165,"BALENDRA PRASAD SINGH","H",0.476954492415403,0.0613239791329376
"8090",56,"KANTI","GEN",103333,44889,7853,15,1,"M","JNP",18495,"THAKUR PRASAD SINGH","H",0.434411078745415,0.174942636280603
"8105",57,"KURHANI","GEN",105008,59152,32817,7,1,"M","JNP",43895,"SADHU SARAN SHAHI","H",0.563309462136218,0.554791046794698
"8112",58,"SAKRA","SC",101011,49392,24207,6,1,"M","JNP",33659,"SHIV NANDAN PASWAN","H",0.488976448109612,0.490099611273081
"8118",59,"MUZAFFARPUR","GEN",122090,53699,13681,20,1,"M","JNP",29446,"MANJAY LAL","H",0.43983127201245,0.254771969682862
"8138",60,"BOCHAHA","SC",109592,49853,21220,6,1,"M","JNP",32030,"KAMAL PASWAN","H",0.454896342798744,0.425651415160572
"8144",61,"GAIGHATTI","GEN",118222,60736,12622,4,1,"M","JNP",32977,"BINODANAND SINGH","H",0.51374532658896,0.207817439409905
"8148",62,"AURAI","GEN",115652,66243,32022,8,1,"M","JNP",46100,"GANESH PRASAD YADAV","H",0.572778680870197,0.483402019836058
"8156",63,"MINAPUR","GEN",111000,59467,3056,7,1,"M","JNP",16363,"NAGENDRA PRASAD SINGH","H",0.535738738738739,0.0513898464694705
"8163",64,"RUNISAIDPUR","GEN",124786,60596,1661,15,1,"M","JNP",17157,"NAWAL KISHORE SHAHI","H",0.48559934608049,0.0274110502343389
"8178",65,"BELSAND","GEN",105898,52281,6976,6,1,"M","JNP",19239,"RAGHUVANSH PRASAD SINGH","H",0.493692043286936,0.133432795853178
"8184",66,"SHEOHAR","GEN",122406,70957,11575,6,1,"M","INC",32126,"RAGHUNATH JHA","H",0.579685636325017,0.163126964217766
"8190",67,"SITAMARHI","GEN",122960,59427,10759,9,1,"M","INC",27482,"RAMSAGAR PRASAD YADAV","H",0.483303513337671,0.181045652649469
"8199",68,"BATHNAHA","GEN",128157,69070,3560,15,1,"M","INC",26895,"SURYADEO RAI","H",0.538948321199778,0.0515419140002896
"8214",69,"MAJORGANJ","SC",108405,47173,4060,7,1,"M","JNP",22569,"SURENDRA RAM","H",0.435155205018219,0.0860661819261018
"8221",70,"SONBARSA","GEN",115958,75392,7379,19,1,"M","INC",23169,"MAHMOOD ALAM","M",0.650166439572949,0.0978751061120543
"8240",71,"SURSAND","GEN",112715,65109,17045,11,1,"M","INC",38869,"RAM CHARITRA RAI YADAV","H",0.5776427272324,0.261791764579398
"8251",72,"PUPRI","GEN",130240,71831,686,7,1,"M","JNP",33838,"HABIB AHMAD","M",0.551527948402948,0.00955019420584427
"8258",73,"BENIPATTI","GEN",113563,66161,6804,5,1,"M","CPI",33263,"TEJ NARAIN JHA","H",0.582592921990437,0.102840041716419
"8263",74,"BISFI","GEN",130769,85093,22046,7,1,"M","CPI",43059,"RAJ KUMAR PURBEY","H",0.650712324786455,0.259081240525073
"8270",75,"HARLAKHI","GEN",107915,66327,8534,6,1,"M","CPI",27870,"BAIDYANATH YADAV","H",0.614622619654358,0.128665550982255
"8276",76,"KHAJAULI","SC",110636,61472,10125,6,1,"M","JNP",31078,"RAM KARAN PASWAN","H",0.555623847572219,0.164709135866736
"8282",77,"BABUBARHI","GEN",95534,59164,6852,8,1,"M","JNP",30613,"DEO NARAYAN YADAV","H",0.61929784160613,0.115813670475289
"8290",78,"MADHUBANI","GEN",125125,79483,12007,14,1,"M","JNP",39317,"DIGAMBAR THAKUR","H",0.635228771228771,0.151063749481021
"8304",79,"PANDAUL","GEN",119750,66157,11116,16,1,"M","JNP",31275,"SIYARAM YADAV","H",0.552459290187891,0.168024547666914
"8320",80,"JHANJHARPUR","GEN",101268,73244,20927,9,1,"M","INC",44037,"JAGANNATH MISHRA","H",0.723268949717581,0.285716236142210
"8329",81,"PHULPARAS","GEN",110104,86946,34993,8,1,"M","JNP",54265,"DEVENDRA PRASAD YADAV","H",0.7896715832304,0.402468198652037
"8337",82,"LAUKAHA","GEN",96782,66096,488,9,1,"M","INC",22278,"KULDEO GOET","H",0.682936909755946,0.00738320019365771
"8346",83,"MADHEPUR","GEN",106333,81232,4604,4,1,"M","INC",41548,"RADHANANDAN JHA","H",0.76393969887053,0.0566771715580067
"8350",84,"MANIGACHHI","GEN",102774,68382,6080,9,1,"M","INC",33153,"NAGENDRA JHA","H",0.665362834958258,0.088912286859115
"8359",85,"BAHERA","GEN",108840,67547,11758,6,1,"M","JNP",35181,"ABDUL BARI SIDDIQUI","M",0.620608232267549,0.174071387330303
"8365",86,"GHANSHYAMPUR","GEN",118887,86214,40553,7,1,"M","JNP",57541,"MAHABIR PRASAD","H",0.725176007469278,0.47037604101422
"8372",87,"BAHERI","GEN",118541,75263,27084,9,1,"M","JNP",40677,"TEJ NARAIN YADAV","H",0.634911127795446,0.359858097604401
"8381",88,"DARBHANGA RURAL","SC",96829,66732,39564,10,1,"M","JNP",51501,"JAGDISH CHAUDHARI","H",0.689173697962387,0.592878978600971
"8391",89,"DARBHANGA","GEN",106044,61949,28084,16,1,"M","JNP",37737,"SHIV NATH VERMA","H",0.584182037644751,0.45334065118081
"8407",90,"KEOTI","GEN",119214,63799,26273,18,1,"M","JNP",38250,"DURGADAS RATHAUR","H",0.535163655275387,0.411808962522924
"8425",91,"JALE","GEN",111103,61743,1398,7,1,"M","JNP",24119,"KAPILDEO THAKUR","H",0.555727568112472,0.0226422428453428
"8432",92,"HAYAGHAT","GEN",102617,72300,4177,12,1,"M","JNP",20767,"ANIRUDH PRASAD","H",0.704561622343276,0.0577731673582296
"8444",93,"KALYANPUR","GEN",117076,61081,19761,8,1,"M","JNP",32223,"BASHISHTHA NARAIN SINGH","H",0.521720933410776,0.323521225913132
"8452",94,"WARISNAGAR","SC",99690,55066,3696,5,1,"M","JNP",27824,"PITAMBER PASWAN","H",0.552372354298325,0.0671194566520176
"8457",95,"SAMASTIPUR","GEN",119498,57957,13130,18,1,"M","JNP",25406,"CHANDRA SHEKHAR SINGH","H",0.48500393312022,0.226547267801991
"8475",96,"SARAIRANJAN","GEN",120886,64891,16524,7,1,"M","JNP",35046,"YASHODANAND SINGH","H",0.536794996939265,0.254642400332866
"8482",97,"MOHIUDDINNAGAR","GEN",127988,80180,8218,12,1,"F","JNP",31652,"PREMLATA RAI","H",0.626464981091977,0.102494387627837
"8494",98,"DALSINGHSARAI","GEN",120720,59244,8371,11,1,"M","JNP",29167,"YASHWANT KUMAR CHAUDHARI","H",0.490755467196819,0.141297008979812
"8505",99,"BIBHUTPUR","GEN",129899,67290,763,9,1,"M","INC",22608,"BANDHU MAHTO","H",0.518017844633138,0.0113389805320256
"8514",100,"ROSERA","GEN",104429,68306,4134,6,1,"M","IND",26611,"PRAYAG MANDAL","H",0.654090338890538,0.0605217696834831
"8520",101,"SINGHIA","SC",102510,49475,888,5,1,"M","CPI",19601,"RAM JATAN PASWAN","H",0.482635840405814,0.0179484588175846
"8525",102,"HASANPUR","GEN",102600,61982,3024,9,1,"M","JNP",17010,"GAJENDRA PRASAD HIMANSHU","H",0.60411306042885,0.0487883579103611
"8534",103,"BALIA","GEN",110817,52635,1852,16,1,"M","JNP",15214,"CHANDRACHUR DEV","H",0.474972251549852,0.0351857129286596
"8550",104,"MATIHANI","GEN",105246,54121,1587,7,1,"M","CPI",17601,"SITARAM MISHRA","H",0.514233320031165,0.0293231832375603
"8557",105,"BEGUSARAI","GEN",102310,51605,3523,17,1,"M","INC",17161,"BHOLA SINGH","H",0.504398397028638,0.0682685786261021
"8574",106,"BARAUNI","GEN",118316,66349,27364,7,1,"M","CPI",43877,"SURAJ NARAIN SINGH","H",0.560777916765273,0.4124252061071
"8581",107,"BACHHWARA","GEN",110404,62916,20461,4,1,"M","INC",36345,"RAMDEO RAI","H",0.569870656860259,0.325211392968402
"8585",108,"CHERIA BARIARPUR","GEN",107582,64753,18143,4,1,"M","INC",38337,"HARIHAR MAHTO","H",0.601894368946478,0.28018779052708
"8589",109,"BAKHRI","SC",98062,50017,19831,8,1,"M","CPI",31535,"RAMCHANDRA PASWAN","H",0.510054863249781,0.396485195033689
"8597",110,"RAGHOPUR_2","GEN",111051,61861,14300,9,1,"M","JNP",32297,"ASESAR GOIT","H",0.557050364247058,0.231163414752429
"8606",111,"KISHUNPUR","GEN",106051,63471,32201,5,1,"M","JNP",45166,"BAIDYANATH MEHTA","H",0.598495063695769,0.507334058073766
"8611",112,"SUPAUL","GEN",120912,65427,2153,13,1,"M","JNP",17048,"AMRENDRA PRASAD SINGH","H",0.54111254466058,0.0329069038776040
"8624",113,"TRIBENIGANJ","GEN",92712,68412,15570,5,1,"M","JNP",39164,"ANUP LAL YADAV","H",0.73789800673052,0.227591650587616
"8629",114,"CHHATAPUR","SC",95570,48044,15413,8,1,"M","JNP",27709,"SITARAM PASWAN","H",0.502710055456733,0.320810090750146
"8637",115,"KUMARKHAND","SC",105332,48775,17052,13,1,"M","JNP",27254,"NAWAL KISHORE RISHIDEV","H",0.463059658983025,0.349605330599692
"8650",116,"SINGHESHWAR","GEN",107322,65518,482,14,1,"M","JNP",16699,"DINBANDHU PRASAD YADAV","H",0.610480609753825,0.00735675692176196
"8664",117,"SAHARSA","GEN",105278,72095,8951,4,1,"M","JNP",37461,"SHANKAR PRASAD TEKARIWAL","H",0.684805942362127,0.124155627990845
"8668",118,"MAHISHI","GEN",119968,77657,28448,6,1,"M","JNP",49505,"PARMESHWAR KUMAR","H",0.647314283809016,0.366328856381266
"8674",119,"SIMRI BAKHTIARPUR","GEN",116828,72968,15513,8,1,"M","INC",33457,"CHAUDHARY MOHAMMAD SALAUDDIN","M",0.624576300202006,0.212600043854840
"8682",120,"MADHEPURA","GEN",113765,62160,21899,11,1,"M","JNP",33523,"RADHA KANT YADAV","H",0.546389487100602,0.352300514800515
"8693",121,"SONABARSA","GEN",117297,68360,7546,16,1,"M","JNP",21019,"ASHOK KUMAR SINGH","M",0.582794103856024,0.110386190754827
"8709",122,"KISHANGANJ_1","GEN",98640,54911,15218,6,1,"M","JNP",25969,"RAJ NANDAN PRASAD","H",0.556680859691809,0.277139370982135
