"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"13688",1,"DHANAHA","GEN",98956,47247,250,8,1,"M","LKD",12224,"NARDESHWAR PRASAD KUSHWAHA","H",0.477454626298557,0.00529134124917984
"13696",2,"BAGAHA","SC",132046,53854,6662,9,1,"M","INC",21385,"TRILOKI HARIJAN","H",0.407842721475849,0.123704831581684
"13705",3,"RAMNAGAR","GEN",122215,64141,3050,15,1,"M","INC",21865,"ARJUN VIKRAM SAH","H",0.524821012150718,0.0475514881277186
"13720",4,"SHIKARPUR","SC",126891,74805,53398,7,1,"M","INC",61222,"NARSINGH BAITHA","H",0.589521715488096,0.713829289485997
"13727",5,"SIKTA","GEN",123300,76094,16522,10,1,"M","JNP",41257,"DHARMESH PRASAD VERMA","H",0.617145174371452,0.217126186033064
"13737",6,"LAURIYA","GEN",116976,67647,21002,8,1,"M","INC",36123,"VISHWA MOHAN SHARMA","H",0.57829811243332,0.31046461779532
"13745",7,"CHANPATIA","GEN",113353,55833,3169,16,1,"M","CPI",17641,"BIRBAL SHARMA","H",0.492558644235265,0.0567585478122257
"13761",8,"BETTIAH","GEN",142668,66450,16475,15,1,"M","INC",31459,"GAURI SHANKER PANDEY","H",0.465766675077803,0.247930775018811
"13776",9,"NAUTAN","GEN",115190,50730,4864,9,1,"F","INC",18588,"KAMLA PANDEY","H",0.440402812744162,0.095880149812734
"13785",10,"RAXAUL","GEN",122412,74881,5328,9,1,"M","INC",28101,"SAGIR AHMAD","M",0.611712903963664,0.0711528959282061
"13794",11,"SUGAULI","GEN",129128,70969,4252,16,1,"M","INC",17397,"SURESH KUMAR MISHRA","H",0.549601945356545,0.059913483351886
"13810",12,"MOTIHARI","GEN",155088,80313,19697,16,1,"M","CPI",32408,"TRIVENI TIWARI","H",0.517854379449087,0.24525294784157
"13826",13,"ADAPUR","GEN",132991,77877,4984,14,1,"M","INC",25829,"HARI SHANKER PRASAD YADAV","H",0.585580979164004,0.0639983563825006
"13840",14,"DHAKA","GEN",152392,102451,22389,11,1,"M","INC",51438,"MOTIUR RAHMAN","M",0.672285946768859,0.218533738079667
"13851",15,"GHORASAHAN","GEN",132483,76115,6139,11,1,"M","INC",24444,"PRAMOD KUMAR SINGH","H",0.574526543028162,0.0806542731393286
"13862",16,"MADHUBAN","GEN",138301,72666,2573,16,1,"M","JNP",18000,"SITARAM SINGH","H",0.525419194365912,0.0354085817301076
"13878",17,"PIPRA","SC",110472,55393,9374,7,1,"M","INC",24823,"NAND LAL CHAUDHARY","H",0.501421174596278,0.169227158666257
"13885",18,"KESARIA","GEN",134524,77723,6638,13,1,"M","INC",31452,"RAI HARI SHANKAR SHARMA","H",0.577763075733698,0.0854058644159387
"13898",19,"HARSIDHI","GEN",117660,68950,4141,12,1,"M","INC",27789,"MD. HEDAITULLAH KHAN","M",0.586010538840728,0.0600580130529369
"13910",20,"GOVINDGANJ","GEN",136119,77429,5128,12,1,"M","IND",33564,"YOGENDRA PANDEY","H",0.568833153343765,0.0662284157098761
"13922",21,"KATEYA","GEN",138413,90367,15354,13,1,"M","JNP",42292,"BACHCHA CHOUBEY","H",0.652879426065471,0.169907156373455
"13935",22,"BHORE","SC",140749,76752,8498,12,1,"M","INC",29196,"ANIL KUMAR","H",0.545311156740012,0.110720241817803
"13947",23,"MIRGANJ","GEN",127309,82696,3566,11,1,"M","INC",32679,"PARBHUDAYAL SINGH","H",0.649569158504112,0.0431217954919222
"13958",24,"GOPALGANJ","GEN",133225,77070,7797,16,1,"M","IND",25703,"SURENDRA SINGH","H",0.578495027209608,0.101167769560140
"13974",25,"BARAULI","GEN",124668,60348,7387,16,1,"M","INC",20543,"ADNAN KHAN","M",0.484069689094234,0.122406707761649
"13990",26,"BAIKUNTHPUR","GEN",129853,88706,14332,5,1,"M","INC",48362,"BRAJ KISHORE NARAIN SINGH","H",0.683126304359545,0.16156742497689
"13995",27,"BASANTPUR","GEN",153464,102249,11182,15,1,"M","INC",51105,"MANIK CHANDRA ROY","H",0.666273523432206,0.109360482743108
"14010",28,"GORIYAKOTHI","GEN",136030,77395,2405,13,1,"M","BJP",26138,"INDRA DEO PRASAD","H",0.56895537749026,0.0310743588087086
"14023",29,"SIWAN","GEN",142499,84686,23032,14,1,"M","JNP",46021,"AWADH BIHARI CHOUDHARY","H",0.594291889767647,0.271969392815814
"14037",30,"MAIRWA","SC",119191,56636,22838,14,1,"M","INC",31647,"GORAKH RAM","H",0.475170105125387,0.403241754361184
"14051",31,"DARAULI","GEN",130712,73892,3262,13,1,"M","LKD",21774,"SHIV SHANKAR YADAV","H",0.565303874166106,0.044145509662751
"14064",32,"ZIRADEI","GEN",126492,68192,8836,17,1,"M","INC",21855,"TRIBHUAN SINGH","H",0.539101287037915,0.129575316752698
"14081",33,"MAHARAJGANJ","GEN",145500,91541,10114,11,1,"M","JNP",35575,"UMA SHANKER SINGH","H",0.629147766323024,0.110486011732448
"14092",34,"RAGHUNATHPUR","GEN",147474,80457,5365,10,1,"M","INC",29455,"VIJAY SHANKER DUBEY","H",0.545567354245494,0.0666815814658762
