"","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent"
"32852",1,"DHANAHA","GEN",122373,68304,3747,15,1,"M","BSP",15034,"RAJESH SINGH","H",0.558162339731804,0.0548576950105411
"32867",2,"BAGAHA","SC",219242,120760,19477,9,1,"M","RJD",58668,"PURNAMASI RAM","H",0.55080687094626,0.161286849950315
"32876",3,"RAMNAGAR","GEN",184781,105532,19122,13,1,"M","BJP",44454,"CHANDRA MOHAN RAY","H",0.57111932503883,0.181196224841754
"32889",4,"SHIKARPUR","SC",184955,96931,13308,16,1,"F","BJP",35377,"BHAGIRATHI DEVI","H",0.524078829985672,0.137293538702789
"32905",5,"SIKTA","GEN",171281,105355,26445,15,1,"M","BJP",50592,"DILIP KR. VARMA","H",0.615100332202638,0.251008495088036
"32920",6,"LAURIYA","GEN",171518,98428,15496,11,1,"M","INC",41016,"VISHWA MOHAN SHARMA","H",0.57386396763022,0.157434876254724
"32931",7,"CHANPATIA","GEN",168217,104879,1559,12,1,"M","BJP",22617,"KRISHNA KUMAR MISHRA","H",0.623474440752124,0.0148647489011146
"32943",8,"BETTIAH","GEN",231931,138963,10841,19,1,"F","BJP",44897,"RENU DEVI","H",0.599156645726531,0.0780135719580032
"32962",9,"NAUTAN","GEN",174483,102683,23720,18,1,"M","SAP",39584,"BAIDYANATH PRASAD MAHTO","H",0.588498592986136,0.231002210687261
"32980",10,"RAXAUL","GEN",176896,109215,12951,14,1,"M","BJP",41983,"AJAY KUMAR SINGH","H",0.617396662445731,0.118582612278533
"32994",11,"SUGAULI","GEN",183751,120714,506,7,1,"M","KSP",39499,"VIJAY PRASAD GUPTA","H",0.656943363573532,0.00419172589757609
"33001",12,"MOTIHARI","GEN",216227,137657,34567,16,1,"F","RJD",78657,"RAMA DEVI","H",0.636631872985335,0.251109642081405
"33017",13,"ADAPUR","GEN",185968,111696,267,21,1,"M","IND",44227,"VIRENDRA PRASAD","H",0.600619461412716,0.00239041684572411
"33038",14,"DHAKA","GEN",207012,139096,6097,14,1,"M","RJD",59948,"MANOJ KUMAR SINGH","H",0.67192240063378,0.0438330361764537
"33052",15,"GHORASAHAN","GEN",177190,106259,21031,12,1,"M","JD(U)",39668,"LAXMI NA. PRASAD YADAV","H",0.59968959873582,0.197922058366821
"33064",16,"MADHUBAN","GEN",190031,128427,20809,10,1,"M","RJD",64285,"SITA RAM SINGH","H",0.675821313364662,0.162029791243274
"33074",17,"PIPRA","SC",163512,95105,10767,14,1,"M","RJD",34469,"SURENDRA KUMAR CHANDRA","H",0.581639268065952,0.113211713369434
"33088",18,"KESARIA","GEN",191939,110737,29319,16,1,"M","SAP",46743,"OBAIDULLAH","M",0.576938506504671,0.264762455186613
"33104",19,"HARSIDHI","GEN",175446,124879,12718,7,1,"M","SAP",60363,"MAHESHWAR SINGH","H",0.711780262872907,0.101842583620945
"33111",20,"GOVINDGANJ","GEN",192654,110872,3263,7,1,"M","IND",31702,"RAJAN TIWARI","H",0.575498043123942,0.0294303340789379
"33118",21,"KATEYA","GEN",201518,125715,17156,10,1,"F","RJD",50704,"KIRAN DEVI","H",0.623840053990214,0.136467406435191
"33128",22,"BHORE","SC",202229,118026,32373,8,1,"M","BJP",59230,"ACHARYA VISHWANATH BAITHA","H",0.58362549387081,0.274287021503736
