Type of election,Year,State,Constituency no,Constituency name,Constituency type,Position,Candidate name,Party/Alliance,Vote percent
Lok Sabha,2014,HARYANA,798,KURUKSHETRA,GEN,3,NAVEEN JINDAL,INC,25
Lok Sabha,2014,UTTAR PRADESH,724,KUSHI NAGAR,GEN,2,KUNWAR RATANJEET PRATAP NARAYAN SINGH,INC,30
Lok Sabha,2014,JAMMU & KASHMIR,177,LADAKH,ST,4,TSERING SAMPHEL,INC,22
Lok Sabha,2014,ASSAM,747,LAKHIMPUR,GEN,2,RANEE NARAH,INC,29
Lok Sabha,2014,LAKSHADWEEP,135,LAKSHADWEEP,ST,2,MUHAMMED HAMDULLAH SAYEED,INC,47
Lok Sabha,2014,UTTAR PRADESH,673,LALGANJ,SC,4,BALIHARI,INC,2
Lok Sabha,2014,MAHARASHTRA,438,LATUR,SC,2,BANSODE DATTATRAY GUNDERAO,INC,34
Lok Sabha,2014,JHARKHAND,564,LOHARDAGA,ST,2,RAMESHWAR ORAON,INC,34
Lok Sabha,2014,UTTAR PRADESH,703,LUCKNOW,GEN,2,DR. RITA BAHUGUNA JOSHI,INC,28
Lok Sabha,2014,PUNJAB,807,LUDHIANA,GEN,1,RAVNEET SINGH BITTU,INC,27
Lok Sabha,2014,UTTAR PRADESH,644,MACHHLISHAHR,SC,4,TUFANI NISHAD,INC,4
Lok Sabha,2014,ANDHRA PRADESH,392,MACHILIPATNAM,GEN,3,SISTLA RAMESH,INC,1
Lok Sabha,2014,TAMIL NADU,315,MADURAI,GEN,4,T.N.BHARATH NACHIAPPAN,INC,3
Lok Sabha,2014,ANDHRA PRADESH,427,MAHABUBABAD,ST,2,P. BALRAM,INC,25
Lok Sabha,2014,UTTAR PRADESH,729,MAHARAJGANJ,GEN,4,HARSH VARDHAN,INC,5
Lok Sabha,2014,CHHATTISGARH,490,MAHASAMUND,ST,2,AJIT PRAMOD KUMAR JOGI,INC,46
Lok Sabha,2014,ANDHRA PRADESH,402,MAHBUBNAGAR,GEN,2,JAIPAL REDDY SUDINI,INC,33
Lok Sabha,2014,GUJARAT,571,MAHESANA,GEN,2,PATEL JIVABHAI AMBALAL,INC,37
Lok Sabha,2014,WEST BENGAL,614,MALDAHA DAKSHIN,GEN,1,ABU HASEM KHAN CHOWDHURY,INC,35
Lok Sabha,2014,WEST BENGAL,627,MALDAHA UTTAR,GEN,1,MAUSAM NOOR,INC,33
Lok Sabha,2014,ANDHRA PRADESH,415,MALKAJGIRI,GEN,3,SARVEY SATHYANARAYANA,INC,14
Lok Sabha,2014,HIMACHAL PRADESH,822,MANDI,GEN,2,PRATIBHA SINGH,INC,44
Lok Sabha,2014,MADHYA PRADESH,553,MANDLA,ST,2,OMKAR SINGH MARKAM,INC,39
Lok Sabha,2014,MADHYA PRADESH,603,MANDSOUR,GEN,2,MEENAKSHI NATARAJAN,INC,34
Lok Sabha,2014,KARNATAKA,353,MANDYA,GEN,2,DIVYA SPANDANA URUF RAMYA,INC,44
Lok Sabha,2014,ASSAM,704,MANGALDOI,GEN,2,KIRIP CHALIHA,INC,38
Lok Sabha,2014,WEST BENGAL,3,MATHURAPUR,SC,4,SHRI MANORANJAN HALDER,INC,4
Lok Sabha,2014,KERALA,308,MAVELIKKARA,SC,1,KODIKKUNNIL SURESH,INC,45
Lok Sabha,2014,TAMIL NADU,331,MAYILADUTHURAI,GEN,4,MANI SHANKAR AIYAR,INC,6
Lok Sabha,2014,ORISSA,516,MAYURBHANJ,ST,4,SHYAM SUNDAR HANSDAH,INC,13
Lok Sabha,2014,ANDHRA PRADESH,422,MEDAK,GEN,2,DR.P. SRAVAN KUMAR REDDY,INC,22
Lok Sabha,2014,WEST BENGAL,523,MEDINIPUR,GEN,4,DR. BIMAL KUMAR RAJ,INC,4
Lok Sabha,2014,UTTAR PRADESH,781,MEERUT,GEN,4,MORARJI NAGMA ARVIND,INC,4
Lok Sabha,2014,UTTAR PRADESH,615,MIRZAPUR,GEN,3,LALITESH PATI TRIPATHI,INC,15
Lok Sabha,2014,UTTAR PRADESH,734,MISRIKH,SC,4,OM PRAKASH,INC,3
Lok Sabha,2014,MIZORAM,589,MIZORAM,ST,1,C. L. RUALA,INC,49
Lok Sabha,2014,UTTAR PRADESH,726,MOHANLALGANJ,SC,4,NARENDRA KUMAR,INC,5
Lok Sabha,2014,UTTAR PRADESH,793,MORADABAD,GEN,5,BEGUM NOOR BANO ALIAS MAHTAB ZAMANI BEGUM,INC,2
Lok Sabha,2014,MADHYA PRADESH,698,MORENA,GEN,3,DR GOVIND SINGH,INC,22
Lok Sabha,2014,MAHARASHTRA,444,MUMBAI NORTH,GEN,2,SANJAY NIRUPAM,INC,23
Lok Sabha,2014,MAHARASHTRA,437,MUMBAI NORTH CENTRAL,GEN,2,DUTT PRIYA SUNIL,INC,35
Lok Sabha,2014,MAHARASHTRA,442,MUMBAI NORTH WEST,GEN,2,KAMAT GURUDAS VASANT,INC,31
Lok Sabha,2014,MAHARASHTRA,434,MUMBAI SOUTH,GEN,2,DEORA MILIND MURLI,INC,32
Lok Sabha,2014,MAHARASHTRA,435,MUMBAI SOUTH CENTRAL,GEN,2,GAIKWAD EKNATH MAHADEO,INC,32
Lok Sabha,2014,WEST BENGAL,585,MURSHIDABAD,GEN,2,ABDUL MANNAN HOSSAIN,INC,32
Lok Sabha,2014,UTTAR PRADESH,791,MUZAFFARNAGAR,GEN,4,PANKAJ AGARWAL,INC,1
Lok Sabha,2014,BIHAR,671,MUZAFFARPUR,GEN,2,AKHILESH PRASAD SINGH,INC,26
Lok Sabha,2014,KARNATAKA,348,MYSORE,GEN,2,ADAGUR H VISHWANATH,INC,41
Lok Sabha,2014,ORISSA,461,NABARANGPUR,ST,2,PRADEEP KUMAR MAJHI,INC,36
Lok Sabha,2014,NAGALAND,714,NAGALAND,GEN,2,K. V. PUSA,INC,30
Lok Sabha,2014,TAMIL NADU,324,NAGAPATTINAM,SC,5,SENTHILPANDIAN. THALAI. T.A.P,INC,3
Lok Sabha,2014,ANDHRA PRADESH,400,NAGARKURNOOL,SC,1,NANDI YELLAIAH,INC,38
Lok Sabha,2014,RAJASTHAN,738,NAGAUR,GEN,2,DR JYOTI MIRDHA,INC,34
Lok Sabha,2014,MAHARASHTRA,480,NAGPUR,GEN,2,MUTTEMWAR VILASRAO BABURAO,INC,28
Lok Sabha,2014,UTTARAKHAND,790,NAINITAL-UDHAMSINGH NAGAR,GEN,2,K.C. SINGH BABA,INC,32
Lok Sabha,2014,BIHAR,624,NALANDA,GEN,3,ASHISH RANJAN SINHA,INC,14
Lok Sabha,2014,ANDHRA PRADESH,405,NALGONDA,GEN,1,GUTHA SUKENDER REDDY,INC,40
Lok Sabha,2014,TAMIL NADU,336,NAMAKKAL,GEN,4,SUBRAMANIYAN G.R,INC,2
Lok Sabha,2014,MAHARASHTRA,448,NANDED,GEN,1,ASHOKRAO SHANKARRAO CHAVAN,INC,49
Lok Sabha,2014,MAHARASHTRA,501,NANDURBAR,ST,2,GAVIT MANIKRAO HODLYA,INC,42
Lok Sabha,2014,ANDHRA PRADESH,386,NANDYAL,GEN,3,B.Y.RAMAIAH,INC,1
Lok Sabha,2014,ANDHRA PRADESH,395,NARASARAOPET,GEN,3,KONDAPALLI VENKATESWARLU,INC,2
Lok Sabha,2014,ANDHRA PRADESH,397,NARSAPURAM,GEN,3,KANUMURI BAPIRAJU S/O. KRISHNAM RAJU,INC,2
Lok Sabha,2014,GUJARAT,481,NAVSARI,GEN,2,MAKSUD MIRZA,INC,23
Lok Sabha,2014,ANDHRA PRADESH,378,NELLORE,GEN,3,VAKATI NARAYANA REDDY,INC,2
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,766,NEW DELHI,GEN,3,AJAY MAKEN,INC,19
Lok Sabha,2014,TAMIL NADU,337,NILGIRIS,SC,4,"GANDHI, P.",INC,4
Lok Sabha,2014,ANDHRA PRADESH,436,NIZAMABAD,GEN,2,MADHU YASKHI GOUD,INC,26
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,168,NORTH EAST DELHI,GEN,3,JAI PRAKASH AGARWAL,INC,16
Lok Sabha,2014,GOA,382,NORTH GOA,GEN,2,RAVI NAIK,INC,33
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,775,NORTH WEST DELHI,SC,3,KRISHNA TIRATH,INC,12
Lok Sabha,2014,ASSAM,679,NOWGONG,GEN,2,JONJONALI BARUAH,INC,29
Lok Sabha,2014,ANDHRA PRADESH,389,ONGOLE,GEN,3,DARISI VEERA VENKATA PAVAN KUMAR @ DARISI PAVANA KUMAR,INC,1
Lok Sabha,2014,MANIPUR,635,OUTER MANIPUR,ST,1,THANGSO BAITE,INC,38
Lok Sabha,2014,RAJASTHAN,705,PALI,GEN,2,MUNNI,INC,29
Lok Sabha,2014,GUJARAT,557,PANCHMAHAL,GEN,2,PARMAR RAMSINH PRABHATSINH,INC,36
Lok Sabha,2014,GUJARAT,584,PATAN,GEN,2,RATHOD BHAVSINHBHAI DAHYABHAI,INC,40
Lok Sabha,2014,KERALA,306,PATHANAMTHITTA,GEN,1,ANTO ANTONY,INC,41
Lok Sabha,2014,PUNJAB,803,PATIALA,GEN,2,PRENEET KAUR,INC,31
Lok Sabha,2014,BIHAR,633,PATNA SAHIB,GEN,2,KUNAL SINGH,INC,25
Lok Sabha,2014,ANDHRA PRADESH,445,PEDDAPALLI,SC,2,DR.GADDAM VIVEKANAND,INC,27
Lok Sabha,2014,TAMIL NADU,333,PERAMBALUR,GEN,4,"RAJASEKARAN, M.,",INC,3
Lok Sabha,2014,UTTAR PRADESH,641,PHULPUR,GEN,4,MOHAMMAD KAIF,INC,6
Lok Sabha,2014,UTTAR PRADESH,776,PILIBHIT,GEN,4,SANJAY KAPOOR,INC,3
Lok Sabha,2014,TAMIL NADU,325,POLLACHI,GEN,4,SELVARAJ,INC,3
Lok Sabha,2014,PUDUCHERRY,120,PONDICHERRY,GEN,2,V. NARAYANASAMY,INC,26
Lok Sabha,2014,UTTAR PRADESH,661,PRATAPGARH,GEN,3,RAJKUMARI RATNA SINGH,INC,15
Lok Sabha,2014,MAHARASHTRA,426,PUNE,GEN,2,DR.VISHWAJEET PATANGRAO KADAM,INC,26
Lok Sabha,2014,ORISSA,463,PURI,GEN,2,SUCHARITA MOHANTY,INC,25
Lok Sabha,2014,BIHAR,654,PURNIA,GEN,3,AMARNATH TIWARI,INC,12
Lok Sabha,2014,WEST BENGAL,565,PURULIA,GEN,3,NEPAL MAHATA,INC,21
Lok Sabha,2014,UTTAR PRADESH,684,RAE BARELI,GEN,1,SONIA GANDHI,INC,64
Lok Sabha,2014,KARNATAKA,396,RAICHUR,ST,1,B.V. NAYAK,INC,46
Lok Sabha,2014,WEST BENGAL,667,RAIGANJ,GEN,2,DEEPA DASMUNSI,INC,29
Lok Sabha,2014,CHHATTISGARH,549,RAIGARH,ST,2,ARTI SINGH,INC,36
Lok Sabha,2014,CHHATTISGARH,498,RAIPUR,GEN,2,SATYA NARAYAN SHARMA (SATTU BHAIYA),INC,39
Lok Sabha,2014,ANDHRA PRADESH,403,RAJAHMUNDRY,GEN,3,KANDULA LAKSHMI DURGESH PRASAD,INC,2
Lok Sabha,2014,ANDHRA PRADESH,370,RAJAMPET,GEN,4,ANNAYYAGARI SAI PRATHAP,INC,3
Lok Sabha,2014,MADHYA PRADESH,594,RAJGARH,GEN,2,NARAYAN SINGH,INC,36
Lok Sabha,2014,GUJARAT,539,RAJKOT,GEN,2,KUVARJIBHAI MOHANBHAI BAVALIYA,INC,36
Lok Sabha,2014,CHHATTISGARH,513,RAJNANDGAON,GEN,2,KAMLESHWAR VERMA,INC,35
Lok Sabha,2014,RAJASTHAN,717,RAJSAMAND,GEN,2,GOPAL SINGH SHEKHAWAT,INC,25
Lok Sabha,2014,TAMIL NADU,314,RAMANATHAPURAM,GEN,4,THIRUNNAVUKKARASAR .SU,INC,6
Lok Sabha,2014,UTTAR PRADESH,783,RAMPUR,GEN,3,NAWAB KAZIM ALI KHAN,INC,16
Lok Sabha,2014,MAHARASHTRA,496,RAMTEK,SC,2,MUKUL WASNIK,INC,33
Lok Sabha,2014,WEST BENGAL,560,RANAGHAT,SC,4,PRATAP KANTI RAY,INC,7
Lok Sabha,2014,JHARKHAND,567,RANCHI,GEN,2,SUBODH KANT SAHAI,INC,24
Lok Sabha,2014,MADHYA PRADESH,561,RATLAM,ST,2,KANTILAL BHURIYA,INC,40
Lok Sabha,2014,MAHARASHTRA,411,RATNAGIRI SINDHUDURG,GEN,2,DR. NILESH NARAYAN RANE,INC,38
Lok Sabha,2014,MADHYA PRADESH,610,REWA,GEN,2,SUNDER LAL TIWARI,INC,26
Lok Sabha,2014,UTTAR PRADESH,613,ROBERTSGANJ,SC,4,BHAGWATI PRASAD CHAUDHARY,INC,10
Lok Sabha,2014,HARYANA,782,ROHTAK,GEN,1,DEEPENDER SINGH,INC,47
Lok Sabha,2014,GUJARAT,587,SABARKANTHA,GEN,2,VAGHELA SHANKERSINH,INC,43
Lok Sabha,2014,MADHYA PRADESH,586,SAGAR,GEN,2,GOVIND SINGH RAJPUT,INC,41
Lok Sabha,2014,UTTAR PRADESH,800,SAHARANPUR,GEN,2,IMRAN MASOOD,INC,34
Lok Sabha,2014,TAMIL NADU,341,SALEM,GEN,4,RANGARAJAN MOHAN KUMARAMANGALAM,INC,4
Lok Sabha,2014,UTTAR PRADESH,676,SALEMPUR,GEN,5,DR. BHOLA PANDEY,INC,5
Lok Sabha,2014,BIHAR,657,SAMASTIPUR,SC,2,DR. ASHOK KUMAR,INC,31
Lok Sabha,2014,ORISSA,507,SAMBALPUR,GEN,3,AMARNATH PRADHAN,INC,25
Lok Sabha,2014,UTTAR PRADESH,777,SAMBHAL,GEN,5,ACHARYA PRAMOD KRISHNAM,INC,2
Lok Sabha,2014,MAHARASHTRA,412,SANGLI,GEN,2,PATIL PRATIK PRAKASHBAPU,INC,36
Lok Sabha,2014,PUNJAB,802,SANGRUR,GEN,3,VIJAY INDER SINGLA,INC,16
Lok Sabha,2014,UTTAR PRADESH,716,SANT KABIR NAGAR,GEN,5,ROHIT KUMAR PANDEY,INC,2
Lok Sabha,2014,BIHAR,619,SASARAM,SC,2,MEIRA KUMAR,INC,36
Lok Sabha,2014,MADHYA PRADESH,609,SATNA,GEN,2,AJAY ARJUN SINGH,INC,40
Lok Sabha,2014,ANDHRA PRADESH,407,SECUNDERABAD,GEN,2,M.ANJAN KUMAR YADAV,INC,18
Lok Sabha,2014,MADHYA PRADESH,578,SHAHDOL,ST,2,RAJES NANDINI SINGH - DALVIR,INC,29
Lok Sabha,2014,UTTAR PRADESH,757,SHAHJAHANPUR,SC,4,CHETRAM,INC,2
Lok Sabha,2014,MEGHALAYA,658,SHILLONG,ST,1,VINCENT H. PALA,INC,34
Lok Sabha,2014,HIMACHAL PRADESH,813,SHIMLA,SC,2,MOHAN LAL BRAKTA,INC,41
Lok Sabha,2014,KARNATAKA,372,SHIMOGA,GEN,2,V.MANJUNATH BHANDARY,INC,22
Lok Sabha,2014,MAHARASHTRA,459,SHIRDI,SC,2,BHAUSAHEB RAJARAM WAKCHAURE,INC,36
Lok Sabha,2014,UTTAR PRADESH,745,SHRAWASTI,GEN,5,VINAY KUMAR PANDEY ALIAS BINNOO,INC,2
Lok Sabha,2014,MADHYA PRADESH,598,SIDHI,GEN,2,INDRAJEET KUMAR,INC,37
Lok Sabha,2014,RAJASTHAN,744,SIKAR,GEN,2,PRATAP SINGH JAT,INC,24
Lok Sabha,2014,SIKKIM,752,SIKKIM,ST,4,AKAR DHOJ LIMBU,INC,2
Lok Sabha,2014,ASSAM,608,SILCHAR,GEN,1,SUSHMITA DEV,INC,42
Lok Sabha,2014,JHARKHAND,536,SINGHBHUM,ST,3,CHITRASEN SINKU,INC,14
Lok Sabha,2014,HARYANA,795,SIRSA,SC,2,ASHOK TANWAR,INC,31
Lok Sabha,2014,UTTAR PRADESH,742,SITAPUR,GEN,4,VAISHALI ALI,INC,3
Lok Sabha,2014,TAMIL NADU,318,SIVAGANGA,GEN,4,KARTI P CHIDAMBARAM,INC,10
Lok Sabha,2014,MAHARASHTRA,417,SOLAPUR,SC,2,SHINDE SUSHILKUMAR SAMBHAJIRAO,INC,39
Lok Sabha,2014,HARYANA,788,SONIPAT,GEN,2,JAGBIR SINGH MALIK,INC,27
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,764,SOUTH DELHI,GEN,3,RAMESH KUMAR,INC,11
Lok Sabha,2014,GOA,380,SOUTH GOA,GEN,2,ALEIXO REGINALDO LOURENCO,INC,41
Lok Sabha,2014,WEST BENGAL,534,SREERAMPUR,GEN,4,ABDUL MANNAN,INC,7
Lok Sabha,2014,ANDHRA PRADESH,439,SRIKAKULAM,GEN,3,KILLI KRUPA RANI,INC,2
Lok Sabha,2014,TAMIL NADU,356,SRIPERUMBUDUR,GEN,4,ARUL ANBARASU,INC,3
Lok Sabha,2014,UTTAR PRADESH,677,SULTANPUR,GEN,4,AMEETA SINGH,INC,4
Lok Sabha,2014,ORISSA,514,SUNDARGARH,ST,3,HEMANAND BISWAL,INC,27
Lok Sabha,2014,BIHAR,682,SUPAUL,GEN,1,RANJEET RANJAN,INC,34
Lok Sabha,2014,GUJARAT,488,SURAT,GEN,2,DESAI NAISHADHBHAI BHUPATBHAI,INC,20
Lok Sabha,2014,GUJARAT,559,SURENDRANAGAR,GEN,2,KOLI PATEL SOMABHAI GANDALAL,INC,35
Lok Sabha,2014,CHHATTISGARH,579,SURGUJA,ST,2,RAMDEO TIRKEY,INC,37
Lok Sabha,2014,WEST BENGAL,512,TAMLUK,GEN,4,SK ANWAR ALI,INC,2
Lok Sabha,2014,UTTARAKHAND,814,TEHRI GARHWAL,GEN,2,SAKET BAHUGUNA,INC,33
Lok Sabha,2014,TAMIL NADU,307,TENKASI,SC,4,DR.JAYAKUMAR.K.,INC,6
Lok Sabha,2014,ASSAM,715,TEZPUR,GEN,2,BHUPEN KUMAR BORAH,INC,37
Lok Sabha,2014,TAMIL NADU,323,THANJAVUR,GEN,4,KRISHNASAMY VANDAYAR.T,INC,3
Lok Sabha,2014,TAMIL NADU,313,THENI,GEN,4,AAROON RASHEED J.M.,INC,7
Lok Sabha,2014,KERALA,301,THIRUVANANTHAPURAM,GEN,1,DR. SHASHI THAROOR,INC,34
Lok Sabha,2014,TAMIL NADU,305,THOOTHUKKUDI,GEN,4,"SHANMUGAM, A.P.C.V.",INC,7
Lok Sabha,2014,KERALA,319,THRISSUR,GEN,2,DHANAPALAN,INC,38
Lok Sabha,2014,MADHYA PRADESH,630,TIKAMGARH,SC,2,KAMLESH KUMAR,INC,28
Lok Sabha,2014,TAMIL NADU,322,TIRUCHIRAPPALLI,GEN,4,SARUBALA R THONDAIMAN,INC,5
Lok Sabha,2014,TAMIL NADU,303,TIRUNELVELI,GEN,4,RAMASUBBU.S.S,INC,7
Lok Sabha,2014,ANDHRA PRADESH,371,TIRUPATI,SC,3,CHINTA MOHAN,INC,3
Lok Sabha,2014,TAMIL NADU,339,TIRUPPUR,GEN,4,E.V.K.S. ELANGOVAN,INC,5
Lok Sabha,2014,TAMIL NADU,363,TIRUVALLUR,SC,4,JAYAKUMAR. M,INC,4
Lok Sabha,2014,TAMIL NADU,347,TIRUVANNAMALAI,GEN,4,SUBRAMANIYAN A,INC,2
Lok Sabha,2014,RAJASTHAN,692,TONK-SAWAI MADHOPUR,GEN,2,MOHAMMED AZHARUDDIN,INC,40
Lok Sabha,2014,TRIPURA,588,TRIPURA EAST,ST,2,SACHINTRA DEBBARMA,INC,15
Lok Sabha,2014,TRIPURA,580,TRIPURA WEST,GEN,2,ARUNODAY SAHA,INC,16
Lok Sabha,2014,KARNATAKA,368,TUMKUR,GEN,1,S.P. MUDDAHANUMEGOWDA,INC,39
Lok Sabha,2014,MEGHALAYA,655,TURA,ST,2,DARYL WILLIAM CH MOMIN,INC,44
Lok Sabha,2014,RAJASTHAN,607,UDAIPUR,ST,2,RAGHUVIR SINGH,INC,36
Lok Sabha,2014,JAMMU & KASHMIR,824,UDHAMPUR,GEN,2,GHULAM NABI AZAD,INC,41
Lok Sabha,2014,KARNATAKA,367,UDUPI CHIKMAGALUR,GEN,2,JAYAPRAKASH HEGDE,INC,39
Lok Sabha,2014,MADHYA PRADESH,573,UJJAIN,SC,2,PREMCHAND GUDDU,INC,33
Lok Sabha,2014,WEST BENGAL,528,ULUBERIA,GEN,4,ASIT MITRA,INC,6
Lok Sabha,2014,UTTAR PRADESH,713,UNNAO,GEN,4,ANNU TANDON,INC,16
Lok Sabha,2014,KARNATAKA,385,UTTARA KANNADA,GEN,2,DESHPANDE PRASHANTH,INC,41
Lok Sabha,2014,KERALA,340,VADAKARA,GEN,1,MULLAPPALLY RAMACHANDRAN,INC,43
Lok Sabha,2014,GUJARAT,532,VADODARA,GEN,2,MISTRY MADHUSADAN DEVRAM,INC,24
Lok Sabha,2014,BIHAR,735,VALMIKI NAGAR,SC,2,PURNMASI RAM,INC,27
Lok Sabha,2014,GUJARAT,166,VALSAD,ST,2,KISHANBHAI VESTABHAI PATEL,INC,37
Lok Sabha,2014,UTTAR PRADESH,622,VARANASI,GEN,3,AJAY RAI,INC,7
Lok Sabha,2014,TAMIL NADU,355,VELLORE,GEN,4,"VIJAY ELANCHEZIAN, J.",INC,2
Lok Sabha,2014,MADHYA PRADESH,572,VIDISHA,GEN,2,LAKSHMAN SINGH,INC,28
Lok Sabha,2014,ANDHRA PRADESH,401,VIJAYAWADA,GEN,3,AVINASH DEVINENI,INC,3
Lok Sabha,2014,TAMIL NADU,344,VILUPPURAM,SC,4,K.RANI,INC,2
Lok Sabha,2014,TAMIL NADU,310,VIRUDHUNAGAR,GEN,4,MANICKAM TAGORE,INC,4
Lok Sabha,2014,ANDHRA PRADESH,420,VISAKHAPATNAM,GEN,3,BOLISETTI SATYANARAYANA,INC,4
Lok Sabha,2014,ANDHRA PRADESH,431,VIZIANAGARAM,GEN,3,JHANSI LAKSHMI BOTCHA,INC,11
Lok Sabha,2014,ANDHRA PRADESH,424,WARANGAL,SC,2,RAJAIAH SIRICILLA,INC,23
Lok Sabha,2014,MAHARASHTRA,492,WARDHA,GEN,2,MEGHE SAGAR DATTATRAYA,INC,32
Lok Sabha,2014,KERALA,338,WAYANAD,GEN,1,M.I. SHANAVAS,INC,41
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,767,WEST DELHI,GEN,3,MAHABAL MISHRA,INC,14
Lok Sabha,2014,MAHARASHTRA,472,YAVATMAL-WASHIM,GEN,2,ADV.SHIVAJIRAO SHIVARAMJI MOGHE,INC,37
Lok Sabha,2014,ANDHRA PRADESH,428,ZAHIRABAD,GEN,2,SURESH KUMAR SHETKAR,INC,33
